landmark_id,x,y,z,visible,vertex_index
0,-0.04327540099620819,0.3938070833683014,0.6230477690696716,1,2476
1,0.02077820524573326,0.37308618426322937,0.5912063717842102,1,3124
2,0.05570164695382118,0.36499807238578796,0.567578136920929,1,3513
3,0.08968443423509598,0.35808175802230835,0.5366018414497375,1,3900
4,0.11049319058656693,0.3554050624370575,0.5106531381607056,1,4158
5,0.12456844002008438,0.3517742455005646,0.48125433921813965,0,4417
6,0.14206713438034058,0.3472777009010315,0.43330323696136475,1,4805
7,0.1541953980922699,0.3576493561267853,0.4051249027252197,1,5062
8,0.16543100774288177,0.36023807525634766,0.38091808557510376,1,5320
9,0.16625253856182098,0.3647303581237793,0.3418872356414795,1,5704
10,0.1634046584367752,0.376085102558136,0.3109667897224426,0,6216
11,-0.07631967961788177,0.3963097929954529,0.6707929372787476,1,1955
12,0.0045010726898908615,0.4372936189174652,0.6376315355300903,1,2985
13,0.05999736115336418,0.4786185026168823,0.6180347204208374,1,3499
14,0.10334466397762299,0.5031870007514954,0.5887337923049927,1,3886
15,0.13611014187335968,0.5289722084999084,0.5552489757537842,1,4272
16,0.15248310565948486,0.535589873790741,0.5268074870109558,0,4530
17,0.16628515720367432,0.5304886102676392,0.4786340594291687,1,4918
18,0.17350517213344574,0.5232955813407898,0.4392468333244324,1,5306
19,0.16980451345443726,0.49510326981544495,0.41525933146476746,0,5437
20,0.1676858514547348,0.4539116322994232,0.38290008902549744,0,5568
21,0.16999061405658722,0.4245219826698303,0.3483419418334961,0,5826
22,0.3437192142009735,0.4180225431919098,-0.5617613196372986,0,14197
23,0.379709929227829,0.3936799168586731,-0.5073689222335815,0,13298
24,0.38792848587036133,0.377315491437912,-0.45203912258148193,0,12784
25,0.39449501037597656,0.3697971701622009,-0.404386430978775,0,12397
26,0.3977581858634949,0.3624865710735321,-0.37028536200523376,0,12140
27,0.39025193452835083,0.36700373888015747,-0.3349049389362335,0,11881
28,0.38124051690101624,0.3698365092277527,-0.29727980494499207,0,11623
29,0.35543200373649597,0.3708457350730896,-0.24973264336585999,0,11237
30,0.3462737500667572,0.37968146800994873,-0.2227644920349121,0,10978
31,0.328495055437088,0.38738709688186646,-0.19528235495090485,0,10588
32,0.31635332107543945,0.4077705144882202,-0.17465421557426453,0,10202
33,0.37460219860076904,0.4178280532360077,-0.5948226451873779,0,14192
34,0.3932974636554718,0.4529939293861389,-0.530828595161438,0,13287
35,0.40859994292259216,0.47883889079093933,-0.4764833450317383,1,12770
36,0.4227023124694824,0.5011098384857178,-0.4302420914173126,0,12383
37,0.4321129620075226,0.5102537870407104,-0.39466461539268494,0,12125
38,0.4459376931190491,0.520496666431427,-0.35479846596717834,0,11737
39,0.43938878178596497,0.5158060789108276,-0.3242925703525543,0,11480
40,0.42592093348503113,0.5127010941505432,-0.29273733496665955,0,11094
41,0.4020676016807556,0.4915568232536316,-0.2570728063583374,0,10838
42,0.3800470232963562,0.46736013889312744,-0.23274412751197815,0,10710
43,0.348916232585907,0.43455958366394043,-0.20127077400684357,0,10453
44,-0.20799808204174042,0.521703839302063,0.8298092484474182,1,28114
45,-0.09802275151014328,0.6117318272590637,0.7984954714775085,1,28536
46,0.008718949742615223,0.6820926070213318,0.7323809862136841,1,28821
47,0.14348292350769043,0.7056832909584045,0.6490336060523987,1,29084
48,0.24513573944568634,0.6876916289329529,0.5726569294929504,1,29267
49,0.33625495433807373,0.6371188163757324,0.4765099883079529,1,29411
50,0.3819107115268707,0.5880866050720215,0.38642141222953796,1,29550
51,-0.06415949016809464,0.5642616748809814,0.8089838624000549,1,2322
52,0.058248020708560944,0.6260666251182556,0.7714053988456726,0,3355
53,0.17332857847213745,0.6047183275222778,0.6884600520133972,1,4259
54,0.25972607731819153,0.5781139731407166,0.5732083320617676,1,5161
55,0.2958775460720062,0.5482759475708008,0.4625610113143921,1,5806
56,0.3405308723449707,0.5301948189735413,0.34392011165618896,1,6441
57,0.34735190868377686,0.5607801675796509,-0.7886353731155396,0,31796
58,0.41935858130455017,0.6279825568199158,-0.7007463574409485,0,31376
59,0.46978959441185,0.7070977091789246,-0.5685035586357117,0,31055
60,0.5121289491653442,0.7312121391296387,-0.4221145212650299,0,30787
61,0.5582270622253418,0.6864361763000488,-0.2779790461063385,1,30571
62,0.5591033697128296,0.6243253946304321,-0.14565400779247284,1,30427
63,0.5433328151702881,0.5923758745193481,-0.030303865671157837,1,30288
64,0.46252843737602234,0.5735616087913513,-0.671409547328949,0,14044
65,0.5328081250190735,0.6243105530738831,-0.5594694018363953,0,13013
66,0.5778766870498657,0.6190443634986877,-0.40917614102363586,0,11981
67,0.5549413561820984,0.5703067183494568,-0.27707439661026,0,11078
68,0.5194702744483948,0.538503110408783,-0.16430847346782684,0,10432
69,0.48659366369247437,0.5035340189933777,-0.04767327383160591,0,9808
70,0.15728311240673065,-0.5871766209602356,0.4686109721660614,1,5522
71,0.18791551887989044,-0.5636429786682129,0.45934462547302246,1,5518
72,0.2400059551000595,-0.5391050577163696,0.4372932016849518,1,5514
73,0.30069655179977417,-0.5138821601867676,0.4123762845993042,1,5769
74,0.34467998147010803,-0.495035320520401,0.38706153631210327,1,6025
75,0.38951000571250916,-0.4707737863063812,0.3565799593925476,1,6279
76,0.43676793575286865,-0.45076560974121094,0.31812742352485657,1,6772
77,0.4864204227924347,-0.4363286793231964,0.27394038438796997,1,7495
78,0.5235753655433655,-0.450244665145874,0.20586436986923218,1,8215
79,0.5490622520446777,-0.4339369833469391,0.1334243267774582,0,8935
80,0.5504616498947144,-0.441667765378952,0.07715393602848053,0,9655
81,0.541870653629303,-0.4613097012042999,0.017984559759497643,0,10141
82,0.5240823030471802,-0.4891340732574463,-0.03307517617940903,0,10395
83,0.5037828683853149,-0.5089806318283081,-0.0815490111708641,0,10654
84,0.47432780265808105,-0.5326581597328186,-0.14499205350875854,0,10915
85,0.4570617973804474,-0.5533424615859985,-0.19775176048278809,1,10919
86,0.4322187304496765,-0.5865487456321716,-0.22827303409576416,1,10795
87,0.16849827766418457,-0.5814237594604492,0.43989789485931396,0,5909
88,0.19720280170440674,-0.5728809237480164,0.4289669990539551,1,5906
