landmark_id,x_px,y_px,visible,vertex_index
0,125.44277954101562,258.8843994140625,1,16743
1,132.1287384033203,279.6348571777344,1,16876
2,137.91912841796875,300.2013854980469,0,16885
3,142.1381072998047,320.6175231933594,0,16893
4,147.00302124023438,338.71917724609375,0,16652
5,149.80760192871094,357.5964660644531,0,16279
6,155.04473876953125,380.2845458984375,0,16262
7,158.98280334472656,403.7966003417969,0,16304
8,163.2772216796875,425.19671630859375,0,32151
9,169.91683959960938,446.6137390136719,0,32511
10,180.52676391601562,465.39349365234375,0,32829
11,196.58261108398438,485.7276916503906,0,33141
12,221.48773193359375,502.0517272949219,0,33400
13,247.11663818359375,516.12841796875,0,33586
14,267.9480285644531,529.19091796875,0,33704
15,293.26202392578125,534.2913208007812,0,33794
16,306.9388122558594,533.6644897460938,0,33838
17,319.1535339355469,532.804443359375,1,33884
18,344.0315856933594,525.3248291015625,0,33973
19,359.1034851074219,511.0357666015625,0,34097
20,379.52581787109375,495.0690002441406,0,34290
21,397.4180908203125,477.519775390625,0,34561
22,408.6528625488281,458.2882995605469,0,34879
23,419.6839599609375,441.9912109375,0,35202
24,427.9834289550781,421.21978759765625,0,35613
25,432.806640625,400.5480651855469,0,27801
26,436.314697265625,377.61151123046875,0,27813
27,441.5239562988281,354.9253234863281,0,27709
28,444.2282409667969,336.8868103027344,0,27447
29,451.0612487792969,318.8131103515625,0,27083
30,453.8987731933594,299.6156311035156,0,27075
31,458.95294189453125,280.9804382324219,0,27196
32,466.1563720703125,260.9951477050781,1,27314
33,186.3032684326172,261.15545654296875,1,28111
34,212.703857421875,249.3484649658203,1,28787
35,245.73646545410156,245.47129821777344,1,29177
36,271.5357666015625,247.4320526123047,1,29382
37,288.9902648925781,257.35211181640625,1,29549
38,286.4207763671875,263.83941650390625,1,29526
39,266.230712890625,264.59130859375,1,5547
40,241.2757110595703,259.9771423339844,1,4515
41,209.95272827148438,257.2351379394531,1,2967
42,346.0010986328125,257.6815490722656,1,30288
43,365.0980224609375,248.860595703125,1,30454
44,390.6705627441406,246.4219207763672,1,30662
45,419.8076477050781,247.90943908691406,1,31056
46,441.26495361328125,260.6674499511719,0,31716
47,419.9555969238281,258.44659423828125,1,13141
48,391.6239013671875,264.1591491699219,1,11593
49,369.6626892089844,266.2171630859375,1,30488
50,348.9244079589844,266.05450439453125,1,30318
51,320.0491638183594,296.0766296386719,1,8161
52,319.1716003417969,319.9828796386719,1,8174
53,317.6287536621094,351.9334716796875,1,8185
54,318.5442810058594,371.5679931640625,1,8190
55,305.0625915527344,301.76513671875,1,7082
56,290.4310302734375,354.444091796875,1,6743
57,277.3783264160156,365.5724792480469,1,5485
58,288.44677734375,389.64031982421875,1,6637
59,309.24737548828125,393.7658996582031,1,7842
60,317.0606689453125,400.5213317871094,1,8204
61,323.1893310546875,395.5185852050781,1,8562
62,341.6974792480469,393.2291259765625,1,9762
63,351.2945861816406,370.7425231933594,1,10886
64,341.0401916503906,356.4928283691406,0,9626
65,330.9593200683594,301.34149169921875,0,9242
66,225.49356079101562,284.1697998046875,0,2215
67,244.2685546875,272.8337707519531,1,3888
68,256.5722351074219,267.505615234375,0,4661
69,267.9278869628906,275.5876159667969,0,5439
70,280.9100341796875,286.216552734375,1,6215
71,271.9241638183594,290.6979675292969,1,5191
72,256.6727294921875,290.951904296875,1,4416
73,241.93125915527344,290.0521545410156,1,3642
74,258.357421875,278.882080078125,1,4666
75,348.5973815917969,282.8478088378906,1,10077
76,366.215087890625,276.76654052734375,1,10969
77,377.3375549316406,270.4954833984375,0,11610
78,388.45880126953125,275.0494689941406,1,12514
79,403.23504638671875,283.36907958984375,0,14066
80,389.99346923828125,290.3609313964844,1,12784
81,374.8766784667969,291.5587158203125,1,11881
82,361.9318542480469,290.4808044433594,1,11236
83,371.7889709472656,281.4106140136719,1,11487
84,246.46533203125,436.260009765625,0,5522
85,272.5982971191406,431.8957824707031,0,6025
86,301.06671142578125,432.7461853027344,1,7495
87,313.9190673828125,437.5675964355469,1,8215
88,327.76702880859375,433.6975402832031,1,8935
89,349.3974914550781,437.9679260253906,1,10395
90,371.9591979980469,440.22979736328125,1,10795
91,349.0410461425781,448.6514892578125,1,9555
92,332.413330078125,454.4421081542969,1,8836
93,313.3099670410156,456.4864501953125,1,8236
94,292.09954833984375,454.0896911621094,1,7636
95,272.3617248535156,446.8424377441406,1,6915
96,251.5885467529297,436.4968566894531,0,5909
97,294.60784912109375,439.74713134765625,0,7384
98,313.841796875,440.2205810546875,0,8223
99,331.4451599121094,440.2397766113281,1,9064
100,367.75164794921875,440.3909912109375,1,10537
101,332.5375061035156,440.9951171875,1,8829
102,315.26837158203125,442.59234619140625,1,8229
103,294.622802734375,440.8840637207031,1,7629
104,256.951416015625,280.7591552734375,1,4538
105,375.0954284667969,281.88311767578125,1,11745
