a_filename,b_filename,c_filename,a_date,b_date,c_date,d_ab,d_bc,d_ac,aba_score_geometry,return_features_count,return_features
2004_01_15__28173705e988.png,2004_04_14_2__94ea1ed0423e.png,2004_05_18__df8bec57cdb1.png,2004-01-15,2004-04-14,2004-05-18,1.1929443467043328,1.0513567854300452,1.5612253567726182,-0.4390747907054291,1,eye_level_asym
2010_11_05_2__9eedef9c9490.png,2010_11_11__542e7ea9e454.png,2010_12_16__63103bd2e9dd.png,2010-11-05,2010-11-11,2010-12-16,1.3471516544382327,0.9782944932894486,1.6055632302528313,-0.44284015638899077,0,
2000_04_17__c4939789cb22.png,2000_05_08_3__269c19d69c54.png,2000_05_09_2__bef8b5c58a70.png,2000-04-17,2000-05-08,2000-05-09,1.2898805774202124,2.3879034520943145,2.2817618338249597,-0.4428698190676963,2,nose_axis_bend_3d; brow_eye_right_3d
2008_05_14__8c59f8c2941d.png,2008_06_26__bed71e0ccc74.png,2008_07_14__5a2af27b6bc8.png,2008-05-14,2008-06-26,2008-07-14,1.1003922297095985,1.0028314155329223,1.497659091041545,-0.44604726842028475,1,mouth_height_3d
2011_04_24__f6e7f77016ec.png,2011_05_05__4dc7e9cc8e00.png,2011_06_21__0d8e18daf476.png,2011-04-24,2011-05-05,2011-06-21,0.9823001897660312,1.6451159158250308,1.7631004383669333,-0.4493923855714024,2,nose_ridge_length_3d; eye_anchor_spacing_3d
2010_12_16__63103bd2e9dd.png,2011_01_14__9c042350b198.png,2011_02_24_2__37302614bfe9.png,2010-12-16,2011-01-14,2011-02-24,1.3522176861282302,1.7361680459472204,2.011470505596126,-0.4672776395584006,1,eye_level_asym
2011_02_24_2__37302614bfe9.png,2011_02_24_2__d7e36165ddcb.png,2011_03_01__7cb427856761.png,2011-02-24,2011-02-24,2011-03-01,1.1534461805480254,2.5741970487088595,2.3328082307251004,-0.4689866160966578,1,mouth_width_3d
2009_10_19_2__ea77b8163b39.png,2009_10_20__f0cd85cec0e4.png,2009_10_25__28671c6bca3b.png,2009-10-19,2009-10-20,2009-10-25,1.0560085140654436,1.099958921467224,1.5475995105356604,-0.4696157927693265,1,brow_eye_asym
2003_02_10_1__3769e8a139ff.png,2003_02_10__8b8a3de48d19.png,2003_02_23__d83f5fd3cb0e.png,2003-02-10,2003-02-10,2003-02-23,2.3921865910747515,1.4783685565845757,2.4171965214689175,-0.481918947639254,5,midface_ratio; brow_span_3d; eye_anchor_spacing_3d; nose_projection_3d; brow_eye_asym
2008_02_29__d7c336b04f11.png,2008_03_02__0921b0aaaea1.png,2008_04_28__59ebffc06e1d.png,2008-02-29,2008-03-02,2008-04-28,0.7868510391288417,1.1332671016782727,1.4440096005940088,-0.48395053019045164,0,
2003_05_31__e9ac5dbfdd44.png,2003_06_01__f274abb4ab60.png,2003_06_21__ac7632b62d02.png,2003-05-31,2003-06-01,2003-06-21,1.015687329515941,0.961355748441864,1.4786831725293872,-0.4901616335504847,0,
2006_07_14__17aab6062ef7.png,2006_07_15__1090d2b5f85f.png,2006_08_03__e6dd3fd0f342.png,2006-07-14,2006-07-15,2006-08-03,1.273880932642833,1.2412128255525783,1.7526376815039246,-0.49509080240621883,0,
2009_10_20__f0cd85cec0e4.png,2009_10_25__28671c6bca3b.png,2009_10_29__e12fd98ba226.png,2009-10-20,2009-10-25,2009-10-29,1.099958921467224,1.0772579744570168,1.5920811178681247,-0.5034726699060041,0,
2007_01_01__2768afcf0ae7.png,2007_01_15__38cac42dd463.png,2007_03_14__84a9e9985ee5.png,2007-01-01,2007-01-15,2007-03-14,1.4623685385837553,1.0688568439565647,1.790103343154038,-0.5244906518838781,0,
2009_09_24__a781e62958f6.png,2009_10_19_2__ea77b8163b39.png,2009_10_20__f0cd85cec0e4.png,2009-09-24,2009-10-19,2009-10-20,2.3742245840081906,1.0560085140654436,2.2680679481357293,-0.5529513990989123,3,midface_ratio; brow_eye_asym; eye_anchor_spacing_3d
2000_03_25__81bbc9e35b9f.png,2000_04_17__c4939789cb22.png,2000_05_08_3__269c19d69c54.png,2000-03-25,2000-04-17,2000-05-08,0.8422878443626309,1.2898805774202124,1.626273866053967,-0.5601896551625454,2,brow_eye_left_3d; brow_eye_right_3d
2005_09_03__e377b3477c75.png,2005_10_05__bce8361b3016.png,2005_10_25__348bc2e79c0e.png,2005-09-03,2005-10-05,2005-10-25,1.0236958789441692,1.637363976766975,1.901214730844539,-0.5706848029889668,0,
2011_03_01__7cb427856761.png,2011_03_22__bc4246c3109c.png,2011_04_14__a8e0e9263ab9.png,2011-03-01,2011-03-22,2011-04-14,0.9877821925893157,1.3158346128676985,1.7291624442313425,-0.5773540415028353,0,
2005_06_28__422c53a1b9ba.png,2005_07_25__d7f208557884.png,2005_08_26__13a78f673740.png,2005-06-28,2005-07-25,2005-08-26,1.2643258402112338,1.2891992235259928,1.878002598602855,-0.6012400667342417,1,nose_base_asym
2003_08_04_5__ff990e8c18e9.png,2003_10_10_2__fdf2604badbd.png,2003_10_10__72f1e0141a60.png,2003-08-04,2003-10-10,2003-10-10,3.205481012275627,2.2389223529884665,3.326614118528057,-0.6044124358960099,2,brow_eye_left_3d; nose_ridge_length_3d
1999_10_19__330e619ff8aa.png,1999_10_23__9487fe3a5a1d.png,1999_12_19__268029ccb16b.png,1999-10-19,1999-10-23,1999-12-19,1.0643503022341503,2.321095364097906,2.3083854686386034,-0.6156626354725752,0,
2005_05_08__ebecb32e98dc.png,2005_05_10__4cf472db10cb.png,2005_06_28__422c53a1b9ba.png,2005-05-08,2005-05-10,2005-06-28,1.0301073303745505,2.5494132868830395,2.4079698701583636,-0.6182095615295686,3,mouth_height_3d; nose_ridge_length_3d; midface_ratio
2010_02_11__66995147a003.png,2010_03_17_2__d93fd26740a2.png,2010_03_26_2__47ed13ad536e.png,2010-02-11,2010-03-17,2010-03-26,2.8984174251089754,0.9523834601975951,2.5708686246296195,-0.6454681819763342,2,nose_projection_3d; nose_base_width_3d
2000_05_09_2__bef8b5c58a70.png,2000_05_09__f521e8b04028.png,2000_06_14__212639178b9b.png,2000-05-09,2000-05-09,2000-06-14,1.8079852468205437,1.4212790694692188,2.2621153726329073,-0.647483214488026,4,nose_base_width_3d; mouth_height_3d; brow_eye_left_3d; nose_projection_3d
2010_03_17_2__d93fd26740a2.png,2010_03_26_2__47ed13ad536e.png,2010_06_28__80f5c9f5d085.png,2010-03-17,2010-03-26,2010-06-28,0.9523834601975951,1.1216939220468884,1.7051837344476295,-0.6681450433253877,1,nose_axis_bend_3d
2009_01_28__54256cf39c87.png,2009_03_28__bad9e42a4be4.png,2009_04_22__07d0c33f0411.png,2009-01-28,2009-03-28,2009-04-22,1.2009372653146446,0.7327968681239876,1.6718914714547717,-0.7050244047354556,0,
2011_10_15__f674bc675070.png,2011_12_09_2__8ba7e14bd2da.png,2012_01_25_2__682dc53e8340.png,2011-10-15,2011-12-09,2012-01-25,2.1659402916386714,0.8701052833486113,2.257935027863564,-0.7399122403699228,0,
2007_04_08__c233b8c9babd.png,2007_04_13__d0fcd06eb526.png,2007_08_02__5c6c7977163b.png,2007-04-08,2007-04-13,2007-08-02,2.528633225267028,1.0586594044907396,2.545913324629714,-0.7522670097508302,3,brow_height_asym; mouth_height_3d; mouth_nose_offset
2007_12_15__e21ff84a9a10.png,2007_12_30__bdd0bc1da63f.png,2008_01_05__7cc5adb4554f.png,2007-12-15,2007-12-30,2008-01-05,1.30584312197005,2.3441395707936956,2.5842279915208755,-0.7592366451390027,0,
2005_05_01__6dfbdcfbb01e.png,2005_05_08__ebecb32e98dc.png,2005_05_10__4cf472db10cb.png,2005-05-01,2005-05-08,2005-05-10,2.4840300752229254,1.0301073303745505,2.522641454873214,-0.765572752074476,4,mouth_height_3d; nose_ridge_length_3d; brow_height_asym; mouth_nose_offset
2009_12_10_2__e94160bb38b8.png,2010_01_07__3de50bb92856.png,2010_02_11__66995147a003.png,2009-12-10,2010-01-07,2010-02-11,1.4811827545984069,2.3235298177302495,2.690322857246066,-0.7879665710817376,1,midface_ratio
1999_08_12_2__f8d0dfc4ed4d.png,1999_09_01__fdfba9d7bcd5.png,1999_10_19__330e619ff8aa.png,1999-08-12,1999-09-01,1999-10-19,2.371894220040578,0.7086639615218516,2.330485163899836,-0.7902060731186211,1,eye_level_asym
2011_07_20__5bc817e4e8f9.png,2011_10_15__f674bc675070.png,2011_12_09_2__8ba7e14bd2da.png,2011-07-20,2011-10-15,2011-12-09,0.8633939355954325,2.1659402916386714,2.335873147383429,-0.8212060337663769,3,eye_level_asym; brow_eye_right_3d; mouth_width_3d
2003_06_01__f274abb4ab60.png,2003_06_21__ac7632b62d02.png,2003_08_04_5__ff990e8c18e9.png,2003-06-01,2003-06-21,2003-08-04,0.961355748441864,3.0584925993320433,2.843301981937903,-0.8333778080509493,1,brow_eye_left_3d
1999_12_19__268029ccb16b.png,2000_01_14__71a2978f8963.png,2000_01_25__abb13fb9f924.png,1999-12-19,2000-01-14,2000-01-25,2.286071593465621,0.7169796387900932,2.3686383172488794,-0.8671127011210225,0,
2012_03_05__99b28879de92.png,2012_05_08_3__b904d13d5826.png,2012_05_15__b96d935cf377.png,2012-03-05,2012-05-08,2012-05-15,1.5139601701953633,1.2523522291811646,2.258850267133068,-0.8756940674448039,1,nose_axis_bend_3d
2003_10_10_2__fdf2604badbd.png,2003_10_10__72f1e0141a60.png,2003_10_16__faa3a4aaff20.png,2003-10-10,2003-10-10,2003-10-16,2.2389223529884665,2.3386488304880326,3.195565666207207,-0.9067800744689576,2,brow_height_asym; nose_projection_3d
2001_03_29__a39e57f1bc9a.png,2001_04_14__1e62238ac16a.png,2001_06_16_2__69d51850915d.png,2001-03-29,2001-04-14,2001-06-16,0.8339213552058918,2.6849521006768313,2.696258355829036,-0.9368216278876742,0,
2007_11_20__c27cb3b07a3c.png,2007_12_15__e21ff84a9a10.png,2007_12_30__bdd0bc1da63f.png,2007-11-20,2007-12-15,2007-12-30,1.9994655695613042,1.30584312197005,2.607519882743108,-0.9548655369774308,0,
2005_04_10__1805ec77ee6b.png,2005_05_01__6dfbdcfbb01e.png,2005_05_08__ebecb32e98dc.png,2005-04-10,2005-05-01,2005-05-08,1.4688911512011966,2.4840300752229254,2.939256800030179,-0.9627961868181178,2,brow_height_asym; mouth_width_3d
2005_05_10__4cf472db10cb.png,2005_06_28__422c53a1b9ba.png,2005_07_25__d7f208557884.png,2005-05-10,2005-06-28,2005-07-25,2.5494132868830395,1.2643258402112338,2.9106999550701818,-1.003830391523045,2,mouth_height_3d; brow_eye_asym
2002_12_02__c759b9171ecc.png,2003_01_10__23b16927f674.png,2003_02_10_1__3769e8a139ff.png,2002-12-02,2003-01-10,2003-02-10,0.9513159529089209,2.982410619875284,2.9763471586493306,-1.0094838722572281,3,central_depth_contrast; brow_eye_asym; nose_ridge_length_3d
2008_02_14_3__d6f0e64ab9bf.png,2008_02_29__d7c336b04f11.png,2008_03_02__0921b0aaaea1.png,2008-02-14,2008-02-29,2008-03-02,2.621200325283885,0.7868510391288417,2.727304555469254,-1.0232788732628904,1,brow_eye_left_3d
2011_12_09_2__8ba7e14bd2da.png,2012_01_25_2__682dc53e8340.png,2012_03_05__99b28879de92.png,2011-12-09,2012-01-25,2012-03-05,0.8701052833486113,2.6707340057299067,2.889131548252974,-1.118711903713715,2,mouth_height_3d; brow_height_asym
2004_09_28__a2845eed8e20.png,2004_11_21__f960ff2a830e.png,2005_04_10__1805ec77ee6b.png,2004-09-28,2004-11-21,2005-04-10,2.1769815454292405,0.8811232099431734,2.666351531650612,-1.1372991539644053,1,mouth_width_3d
2008_01_07_2__023e25b824ac.png,2008_01_07__8cdca7ad7769.png,2008_01_12__0fa6831a685b.png,2008-01-07,2008-01-07,2008-01-12,2.2347494485669,1.245878423899305,2.9462523192369985,-1.2059383830038959,0,
2003_10_16__faa3a4aaff20.png,2003_12_31__74aef83c2fd7.png,2004_01_15__28173705e988.png,2003-10-16,2003-12-31,2004-01-15,2.7329639548605402,1.5264516971978204,3.416801340500877,-1.2870935144716964,1,mouth_height_3d
2001_11_01__431490e159af.png,2001_11_05__b352749108db.png,2002_07_10__b381fac011aa.png,2001-11-01,2001-11-05,2002-07-10,3.4592035779619335,1.400830205511123,3.8228667953761346,-1.3928499036396063,0,
