stem,filename,date,brow_span_3d,brow_height_asym,eye_anchor_spacing_3d,eye_level_asym,brow_eye_left_3d,brow_eye_right_3d,brow_eye_asym,nose_ridge_length_3d,nose_base_width_3d,nose_axis_bend_3d,nose_base_asym,nose_projection_3d,midface_ratio,mouth_width_3d,mouth_height_3d,mouth_nose_offset,central_depth_contrast,geometry_anomaly_score,features_over_2_5mad,top_changed_features
2003_10_10__72f1e0141a60,2003_10_10__72f1e0141a60.png,2003-10-10,1.3074574150486518,0.0031622440171859,1.3187161384861619,0.03360838082911621,0.3159288204219054,0.3452663737816815,0.029337553359776114,0.8929724235095374,0.5900329853482792,0.0168551380904542,0.008083225577361207,0.5535648639323607,0.8877805856360195,1.3819875034312614,0.33501875514076207,0.005369363791816899,0.911217125179183,2.3991373076400473,1,nose_axis_bend_3d; mouth_width_3d; nose_base_width_3d; nose_projection_3d; midface_ratio
2003_10_16__faa3a4aaff20,2003_10_16__faa3a4aaff20.png,2003-10-16,1.3549183043568733,0.02341126977651231,1.3507180507369894,0.03976311024925938,0.3498912474498931,0.3682046173306255,0.0183133698807324,0.8951502219244708,0.6038193723294913,0.030544608238057158,0.04305431911218814,0.5216143220827858,0.8619450049956331,1.3197934015283828,0.34331919420331614,0.029204052746733666,0.8937631189859182,4.565403570042169,6,nose_axis_bend_3d; nose_base_asym; brow_span_3d; midface_ratio; nose_base_width_3d
2003_12_31__74aef83c2fd7,2003_12_31__74aef83c2fd7.png,2003-12-31,1.2636264219105922,0.007319442034589341,1.2860692647261478,0.043696578134559294,0.3223078142179891,0.3596408790852857,0.037333064867296595,0.9051301119679445,0.5430455455279497,0.008185319122981205,0.016965743234914357,0.5270924033697835,0.9226851178521934,1.2557766081997068,0.28165366354617727,0.02443249217370341,0.9173313639936954,1.1280009047933781,0,nose_projection_3d; brow_height_asym; midface_ratio; eye_anchor_spacing_3d; nose_ridge_length_3d
2004_01_15__28173705e988,2004_01_15__28173705e988.png,2004-01-15,1.2079550240082302,0.01719643288933581,1.1866399789920568,0.048529889173380525,0.32745579815103826,0.4007178245636056,0.07326202641256735,0.8642866891723089,0.4982864936257269,0.010951004341897228,0.010435055671689945,0.4986849909830754,1.0011271067094833,1.178381784321605,0.3423571240436145,0.03047608884784822,0.8840016980156093,1.6483201801659422,1,brow_eye_asym; eye_anchor_spacing_3d; brow_eye_right_3d; brow_span_3d; mouth_height_3d
2004_04_14_2__94ea1ed0423e,2004_04_14_2__94ea1ed0423e.png,2004-04-14,1.2325560835342289,0.037782225830244376,1.201385795547479,0.03729450002729906,0.32549966543179165,0.3485700603039659,0.02307039487217427,0.8605640611131924,0.49331523721651216,0.010122361111292989,0.013164144873768838,0.47845355760911723,0.9885487171534112,1.153883537699146,0.369371682622632,0.0031941798625072237,0.8781042639780782,1.4889253419036603,0,mouth_height_3d; nose_ridge_length_3d; nose_base_width_3d; brow_height_asym; eye_anchor_spacing_3d
2004_05_18__df8bec57cdb1,2004_05_18__df8bec57cdb1.png,2004-05-18,1.2371080290578687,0.05515169578283041,1.2263905692915529,0.056135781064157286,0.35932266786750355,0.37476532548635166,0.01544265761884811,0.8942739792711467,0.513677125822454,0.008418051017702384,0.016706388103730513,0.4642240164078906,0.9952732878275956,1.1849671245311317,0.2771325109873102,0.0044534732001869776,0.8933349928704282,1.3904548620572146,1,brow_height_asym; brow_eye_left_3d; brow_eye_asym; mouth_nose_offset; midface_ratio
2004_09_24__b548f1ec1542,2004_09_24__b548f1ec1542.png,2004-09-24,1.264556714085207,0.030736632657485496,1.2891653252678783,0.041768053478517975,0.29340977424214687,0.31801938941377483,0.024609615171627963,0.9162410508357439,0.5415562026771715,0.010951978246515849,0.02008882156509295,0.5358429905862181,0.9428422016306109,1.2552933811221496,0.2821165090294443,0.015378468264539622,0.9506959279079678,1.532653528983755,0,nose_projection_3d; brow_eye_right_3d; central_depth_contrast; brow_eye_left_3d; nose_ridge_length_3d
2004_09_28__a2845eed8e20,2004_09_28__a2845eed8e20.png,2004-09-28,1.233838531288691,0.047823667027391714,1.2421966142366587,0.04288424591749396,0.31023420123773643,0.32435436330664574,0.014120162068909314,0.884466108056918,0.5223778649283592,0.010217454970485589,0.05601137075369553,0.4592043925485107,0.9863481327202515,1.23746786615867,0.2888157292042436,0.044934590009514594,0.9067301600353326,2.9803902196755345,1,nose_base_asym; brow_height_asym; mouth_nose_offset; brow_eye_right_3d; brow_eye_asym
2004_11_21__f960ff2a830e,2004_11_21__f960ff2a830e.png,2004-11-21,1.2522467419832104,0.03175530007850225,1.2848727303580536,0.041492385082284367,0.3313438974520462,0.3484454469972753,0.017101549545229133,0.9088398688583244,0.541286649504252,0.011732768474397807,0.018467374186092646,0.4883663758286777,0.931407331384717,1.3306321605439495,0.2655380469611064,0.004189561325958938,0.8920135013147134,1.1142891937564,0,mouth_width_3d; eye_anchor_spacing_3d; brow_eye_asym; midface_ratio; nose_ridge_length_3d
2005_04_10__1805ec77ee6b,2005_04_10__1805ec77ee6b.png,2005-04-10,1.2743256080083603,0.037367341587921765,1.3061165167807116,0.04498189802031238,0.3160742966350329,0.32983371737510303,0.013759420740070138,0.9106198632155075,0.5510910659383406,0.014161582406882072,0.008579644153192387,0.5122662487161221,0.9243790395241281,1.2284316391823038,0.33086164980995525,0.00443057988927012,0.9201757494573062,1.468487028109139,0,nose_axis_bend_3d; eye_anchor_spacing_3d; nose_base_asym; brow_height_asym; brow_eye_right_3d
2005_05_01__6dfbdcfbb01e,2005_05_01__6dfbdcfbb01e.png,2005-05-01,1.239983870016975,0.01053669089358622,1.2576326052785847,0.05199677565601679,0.3213076051054188,0.3620726055307826,0.040765000425363795,0.8828190292966956,0.5518651433552402,0.005656556811378204,0.01726877573774905,0.4802721861632883,0.9656175178094732,1.3012743894514964,0.26991910974269706,0.025695132749878828,0.8957658646877336,1.0259670192141903,0,nose_axis_bend_3d; mouth_width_3d; brow_height_asym; nose_base_width_3d; mouth_nose_offset
2005_05_08__ebecb32e98dc,2005_05_08__ebecb32e98dc.png,2005-05-08,1.2170963318091772,0.032104401389556614,1.2263227116721918,0.04028628113218358,0.3448525353738104,0.3698417510058805,0.024989215632070128,0.8563464199861549,0.5175966041536105,0.011238551051651797,0.058259897866331185,0.4695886619040664,0.9682951689720892,1.1750025280119774,0.40993627812653466,0.055918652648009645,0.9141842278657404,3.356421986308418,3,nose_base_asym; mouth_height_3d; mouth_nose_offset; nose_ridge_length_3d; brow_span_3d
2005_05_10__4cf472db10cb,2005_05_10__4cf472db10cb.png,2005-05-10,1.2141131369683118,0.018648517408416887,1.204302542067477,0.04285729060976917,0.34041634180684593,0.3780108623197992,0.037594520512953256,0.8905220674063581,0.484372780362615,0.013830191681858815,0.058374169622148545,0.4535796857426398,1.0124106480570525,1.0871723998736342,0.3142297370611298,0.038736785179987035,0.8917931106976112,3.096285780171293,1,nose_base_asym; mouth_width_3d; nose_base_width_3d; nose_axis_bend_3d; mouth_nose_offset
2005_06_28__422c53a1b9ba,2005_06_28__422c53a1b9ba.png,2005-06-28,1.2313083635051918,0.0035605965092537772,1.20762991382316,0.047210193576541326,0.31274905169285017,0.3718457223635953,0.059096670670745144,0.8443830227313875,0.5014940258579071,0.007073954595098756,0.015632182034473103,0.5018139985787891,0.9517987649553998,1.1388489070805838,0.45258342873958235,0.03729694780073681,0.8770509572835747,2.130416682931592,1,mouth_height_3d; nose_ridge_length_3d; brow_eye_asym; brow_height_asym; mouth_nose_offset
2005_07_25__d7f208557884,2005_07_25__d7f208557884.png,2005-07-25,1.2248392910173642,0.010244528085210924,1.224283081358238,0.04893995542271157,0.3360554503589335,0.3788164581708652,0.04276100781193165,0.8681672857921031,0.5334907938306347,0.009736122270964695,0.005667343124898465,0.4759233544732543,0.960701957589516,1.2542306073072833,0.3459742049569653,0.00022508904836315846,0.8490980896135651,1.407381492626375,0,nose_base_asym; mouth_height_3d; central_depth_contrast; mouth_nose_offset; nose_ridge_length_3d
2005_08_26__13a78f673740,2005_08_26__13a78f673740.png,2005-08-26,1.2162363751937297,0.02997128754255196,1.2169874618904508,0.06963048794240573,0.36866510172215916,0.4133041333734718,0.044639031651312666,0.8746835402392378,0.5467775800457934,0.00720545487866678,0.018565521510882255,0.47192177500330335,0.9844341403175936,1.3399119136643947,0.24395590826799707,0.015837251008229823,0.877310035546305,1.7110438534029953,0,eye_level_asym; brow_eye_right_3d; mouth_width_3d; brow_eye_left_3d; brow_span_3d
2005_09_03__e377b3477c75,2005_09_03__e377b3477c75.png,2005-09-03,1.238143652463567,0.015703355147151266,1.215823606073418,0.03538604746261276,0.33635915279045203,0.3907723675529539,0.05441321476250188,0.8568097247263531,0.5148940224279072,0.007041632596206386,0.0076519683456573,0.47041687650270586,0.9468812691782356,1.1856835437821094,0.4254541628570142,0.025941655179489244,0.8312351026745259,1.9280896962038212,1,mouth_height_3d; nose_base_asym; central_depth_contrast; nose_ridge_length_3d; brow_eye_asym
