landmark_id,x,y,z
0,-1.15036058,0.33005750,-0.86791366
1,-1.10109377,0.19610208,-0.91441673
2,-1.06854188,0.06111210,-0.92336100
3,-1.04047227,-0.06517927,-0.89285392
4,-1.01109135,-0.18415718,-0.87934649
5,-0.98818982,-0.29808992,-0.84840065
6,-0.95446146,-0.43895900,-0.80571282
7,-0.92885691,-0.58815646,-0.76128691
8,-0.90129709,-0.72349435,-0.71562773
9,-0.86024737,-0.84753895,-0.62671196
10,-0.78882599,-0.95385659,-0.54773486
11,-0.66600496,-1.03738666,-0.39229667
12,-0.51089346,-1.11399007,-0.22437470
13,-0.36875740,-1.17962193,-0.04293052
14,-0.24691485,-1.23289561,0.09851300
15,-0.09518266,-1.26981771,0.13156788
16,-0.01324631,-1.26099455,0.16322677
17,0.06597523,-1.26788700,0.12725118
18,0.21617629,-1.21632719,0.10578758
19,0.33287024,-1.17311072,-0.08541050
20,0.47202045,-1.08592069,-0.24533564
21,0.61635882,-1.00011861,-0.42262331
22,0.72938806,-0.91294432,-0.56744999
23,0.81780213,-0.82528436,-0.66692024
24,0.87598306,-0.69836563,-0.74622291
25,0.90662277,-0.56358451,-0.79195601
26,0.92733461,-0.41670391,-0.83803779
27,0.95955986,-0.27227646,-0.86661416
28,0.98513013,-0.15383616,-0.90547961
29,1.02108824,-0.02420023,-0.88235259
30,1.03698838,0.10052982,-0.90486401
31,1.06121504,0.22503188,-0.92143095
32,1.09291315,0.36675966,-0.87787652
33,-0.82206923,0.56145883,0.11566079
34,-0.67159343,0.68079436,0.27477977
35,-0.47270706,0.72167593,0.38675320
36,-0.31101191,0.70848340,0.43570483
37,-0.19178459,0.64544791,0.45755395
38,-0.21291502,0.59935337,0.41476133
39,-0.35047522,0.59323287,0.40031108
40,-0.50864339,0.62107337,0.40280315
41,-0.69275129,0.62177682,0.30796871
42,0.20623466,0.66014820,0.46985760
43,0.33324435,0.71625018,0.44773287
44,0.49909931,0.73153526,0.39995253
45,0.69474781,0.70183325,0.29031068
46,0.84440684,0.58430231,0.12060369
47,0.69794542,0.63568681,0.32931495
48,0.51369596,0.62185955,0.41896445
49,0.37397629,0.60771656,0.41801307
50,0.23128653,0.60788745,0.44256544
51,0.01513269,0.45713142,0.49776348
52,0.00971692,0.33424985,0.61642605
53,0.00449822,0.17425416,0.77581853
54,0.00543940,0.08159953,0.87274140
55,-0.09292546,0.39510074,0.40232265
56,-0.15688910,0.10145021,0.60470766
57,-0.21936302,-0.02712994,0.47534508
58,-0.14051819,-0.14980282,0.57468039
59,-0.02262512,-0.11992387,0.65162081
60,0.02167470,-0.15973960,0.64293891
61,0.05445916,-0.12856147,0.64997232
62,0.15908653,-0.15546744,0.55747032
63,0.23854892,-0.04503352,0.47424543
64,0.16041327,0.08905370,0.59704649
65,0.11553288,0.38833377,0.40833917
66,-0.61229062,0.43526429,0.19250654
67,-0.50112963,0.52664554,0.27130985
68,-0.42184660,0.56179333,0.29985720
69,-0.33753708,0.51056713,0.26068789
70,-0.24623084,0.43318707,0.23444401
71,-0.31351560,0.40763620,0.29545909
72,-0.41783440,0.40379214,0.29915404
73,-0.51414925,0.40373105,0.27224496
74,-0.40700448,0.49600226,0.29968393
75,0.24955545,0.44289970,0.24821016
76,0.35767472,0.51272702,0.29760274
77,0.43349397,0.55644560,0.30051309
78,0.51722735,0.51802647,0.26924428
79,0.62350929,0.44777140,0.20446253
80,0.53113818,0.40835062,0.26472136
81,0.42847773,0.40356717,0.29956701
82,0.34305611,0.41121313,0.29342514
83,0.40106130,0.48385635,0.30456969
84,-0.37561586,-0.54969150,0.37962139
85,-0.21518797,-0.42971146,0.53617567
86,-0.06403485,-0.37089318,0.61350596
87,0.00661196,-0.39126098,0.61339974
88,0.08772558,-0.37253651,0.60134935
89,0.22137885,-0.43629047,0.51013219
90,0.37791565,-0.52826172,0.35148782
91,0.21273623,-0.57543945,0.45966560
92,0.10874116,-0.60469896,0.52996546
93,-0.00228246,-0.61898172,0.55321008
94,-0.11728628,-0.61704129,0.53472328
95,-0.22201662,-0.59172988,0.47300151
96,-0.33803335,-0.54986417,0.37482077
97,-0.09575424,-0.48168638,0.50931633
98,0.00705610,-0.45949152,0.53184396
99,0.11129703,-0.47034320,0.49255928
100,0.34856713,-0.52290845,0.35226586
101,0.10545169,-0.49108472,0.50931013
102,0.00485813,-0.49970946,0.53462869
103,-0.10549682,-0.50799400,0.51305419
104,-0.41749206,0.48189574,0.30096382
105,0.42518812,0.48066798,0.30400947
