landmark_id,x,y,z
0,-0.33340451,0.23895063,0.12772545
1,-0.30778086,0.22532193,0.15288956
2,-0.28835693,0.22424492,0.16797136
3,-0.26453274,0.22378576,0.18006283
4,-0.24520008,0.22502382,0.18579182
5,-0.22360879,0.22743380,0.18563533
6,-0.19115782,0.23056416,0.18810953
7,-0.17333716,0.23595850,0.18778378
8,-0.15693632,0.23798069,0.18749565
9,-0.14222993,0.24596666,0.16705491
10,-0.12617970,0.25934088,0.15304887
11,-0.35541525,0.24074200,0.12412134
12,-0.32829168,0.26259419,0.15198982
13,-0.30936605,0.28608209,0.17691840
14,-0.28542677,0.30268422,0.19095422
15,-0.25967979,0.32054290,0.19754265
16,-0.24244517,0.32586312,0.19858114
17,-0.21933283,0.32513845,0.19215296
18,-0.20085520,0.32283765,0.18276511
19,-0.18909556,0.31160110,0.17165303
20,-0.17129219,0.28898147,0.16330534
21,-0.15289274,0.27646020,0.15480520
22,0.35453242,0.25212672,0.12339365
23,0.33326602,0.23595789,0.15155563
24,0.30410314,0.22816414,0.16481221
25,0.27996522,0.22506410,0.17728409
26,0.26150054,0.22456908,0.17995054
27,0.24189416,0.22834414,0.18532178
28,0.21997799,0.23175833,0.18494122
29,0.19117844,0.23583373,0.17708202
30,0.17770407,0.24274409,0.17599750
31,0.16163540,0.25133592,0.16776812
32,0.14813322,0.26785165,0.15749985
33,0.37196764,0.26324672,0.13601597
34,0.34648862,0.28213972,0.15617000
35,0.32335827,0.29917821,0.17345242
36,0.30017138,0.31181893,0.18524772
37,0.28086582,0.32028240,0.18978556
38,0.26150814,0.32968611,0.19363701
39,0.24475010,0.32850277,0.19000937
40,0.23003173,0.32631975,0.18217787
41,0.21053809,0.31396890,0.17333116
42,0.19487903,0.29781654,0.16685402
43,0.17318404,0.27698395,0.15939680
44,-0.46460348,0.29595983,0.09866741
45,-0.43044591,0.34706858,0.15197206
46,-0.37514862,0.38618290,0.18975450
47,-0.29277450,0.42067626,0.22800252
48,-0.22811428,0.41672418,0.26002726
49,-0.15873337,0.40217185,0.27843696
50,-0.10589021,0.37621376,0.28378743
51,-0.42369324,0.32513735,0.16739550
52,-0.36887938,0.35394830,0.21597344
53,-0.30474395,0.34505165,0.24404041
54,-0.22726527,0.34522641,0.25339767
55,-0.16922866,0.34216154,0.24043298
56,-0.10237812,0.34665987,0.24787553
57,0.49141186,0.32430387,0.08841101
58,0.46287191,0.36442894,0.14494166
59,0.39940301,0.41162261,0.18962838
60,0.31963748,0.43770993,0.22702700
61,0.24530771,0.42382574,0.26728743
62,0.17349696,0.40533513,0.28555727
63,0.11097497,0.39004454,0.29195082
64,0.44594476,0.34032691,0.17022175
65,0.38870776,0.36163938,0.22008610
66,0.31581146,0.35699633,0.25672808
67,0.24763978,0.34016168,0.25489214
68,0.18212628,0.34017462,0.24736035
69,0.11297819,0.33286703,0.25252190
70,-0.21970868,-0.26455539,0.21890742
71,-0.19295952,-0.25143141,0.23092987
72,-0.16676019,-0.24677774,0.25383019
73,-0.14733949,-0.23079407,0.27856189
74,-0.12742850,-0.21709245,0.29663211
75,-0.10159781,-0.20560122,0.31466824
76,-0.07303149,-0.19960742,0.32953912
77,-0.04433426,-0.20885561,0.34488463
78,-0.00356889,-0.22788244,0.34405604
79,0.04204746,-0.21353073,0.34427616
80,0.06363161,-0.21630651,0.33911970
81,0.08934835,-0.22547923,0.32582039
82,0.11250696,-0.23729715,0.30535355
83,0.13114665,-0.24696222,0.28629595
84,0.15771779,-0.25608754,0.26138121
85,0.18613604,-0.25998503,0.24450222
86,0.20975846,-0.27803928,0.22733951
87,-0.19659337,-0.26714155,0.21779336
88,-0.17772695,-0.26654631,0.22307467
89,-0.15020791,-0.26043558,0.24063291
90,-0.12658122,-0.25550014,0.26173192
91,-0.10346337,-0.25007841,0.27116898
92,-0.07882012,-0.24882956,0.27718693
93,-0.05200917,-0.25026441,0.27985740
94,-0.02475347,-0.25308698,0.28360167
95,-0.00094381,-0.25239280,0.28589773
96,0.02224614,-0.25199538,0.28442222
97,0.04660073,-0.25068444,0.27921110
98,0.07027575,-0.24959204,0.27361712
99,0.09120227,-0.25554341,0.26561496
100,0.11091405,-0.26466459,0.25723189
101,0.13461396,-0.27088228,0.24433030
102,0.16153331,-0.26967227,0.23411527
103,0.19354065,-0.27655798,0.22804809
104,-0.19973028,-0.27160409,0.21826795
105,-0.18383729,-0.27110004,0.22167441
