landmark_id,x_px,y_px,visible,vertex_index
0,64.27466583251953,165.56459045410156,0,2476
1,63.68576431274414,167.41978454589844,0,3124
2,63.84926223754883,168.13865661621094,0,3513
3,64.58134460449219,168.51182556152344,1,3900
4,65.4359359741211,168.49208068847656,1,4158
5,66.39570617675781,168.68336486816406,0,4417
6,68.65348052978516,168.72265625,0,4805
7,70.34337615966797,167.60874938964844,0,5062
8,71.79478454589844,167.06170654296875,0,5320
9,75.0171127319336,165.79183959960938,0,5704
10,77.68668365478516,164.51214599609375,0,6216
11,63.482181549072266,164.1620635986328,0,1955
12,62.1663818359375,162.10223388671875,0,2985
13,61.0150260925293,159.81361389160156,1,3499
14,61.11723709106445,158.4175567626953,1,3886
15,61.77396011352539,156.6209716796875,1,4272
16,62.858333587646484,156.18850708007812,1,4530
17,65.30960845947266,156.86102294921875,1,4918
18,67.75340270996094,156.98663330078125,1,5306
19,69.80979919433594,158.31143188476562,1,5437
20,72.37971496582031,160.29624938964844,1,5568
21,74.70870208740234,161.52560424804688,0,5826
22,126.33221435546875,157.3301544189453,1,14197
23,120.52909851074219,160.35523986816406,0,13298
24,116.43264770507812,161.99961853027344,1,12784
25,113.1086654663086,162.9566192626953,1,12397
26,110.81759643554688,163.7986602783203,1,12140
27,108.9521255493164,163.52781677246094,1,11881
28,107.0747299194336,163.3636474609375,1,11623
29,105.1051254272461,163.33203125,1,11237
30,104.02062225341797,162.52687072753906,1,10978
31,103.03563690185547,161.8168182373047,0,10588
32,102.71405792236328,161.15960693359375,0,10202
33,126.4720687866211,155.43807983398438,0,14192
34,121.00160217285156,153.40760803222656,1,13287
35,116.46990966796875,151.79278564453125,1,12770
36,112.7790756225586,150.6769561767578,1,12383
37,110.24823760986328,150.22268676757812,1,12125
38,107.5365219116211,149.1572723388672,1,11737
39,106.06329345703125,150.43899536132812,1,11480
40,104.69457244873047,151.51177978515625,0,11094
41,103.68348693847656,153.4012908935547,1,10838
42,103.14863586425781,155.20962524414062,1,10710
43,102.29167938232422,157.95022583007812,1,10453
44,61.18489456176758,150.58505249023438,0,28114
45,58.86482620239258,142.5630340576172,0,28536
46,57.894012451171875,137.8626708984375,0,28821
47,57.94379806518555,134.0511474609375,0,29084
48,58.502750396728516,133.45506286621094,1,29267
49,60.4270133972168,135.41986083984375,1,29411
50,64.11602783203125,137.5636749267578,1,29550
51,57.33118438720703,146.81150817871094,0,2322
52,55.978050231933594,141.59226989746094,0,3355
53,56.34334945678711,140.5741729736328,0,4259
54,58.9453125,140.32786560058594,1,5161
55,62.67029571533203,141.7830047607422,1,5806
56,66.94707489013672,142.98719787597656,1,6441
57,143.1428985595703,138.77557373046875,1,31796
58,135.81283569335938,131.679443359375,1,31376
59,126.35877990722656,126.43340301513672,1,31055
60,116.0968017578125,123.8721923828125,1,30787
61,105.35151672363281,125.81600189208984,1,30571
62,96.48540496826172,129.40757751464844,1,30427
63,90.05015563964844,132.36520385742188,1,30288
64,131.4063262939453,136.71737670898438,1,14044
65,122.57746124267578,131.94744873046875,1,13013
66,112.28845977783203,130.88787841796875,1,11981
67,103.52996826171875,133.0291290283203,1,11078
68,97.04600524902344,135.175048828125,1,10432
69,90.40247344970703,138.0066375732422,1,9808
70,70.18769073486328,238.62258911132812,0,5522
71,68.34147644042969,237.0966796875,0,5518
72,65.95350646972656,235.8602294921875,0,5514
73,64.69158172607422,233.82196044921875,0,5769
74,64.44143676757812,232.30300903320312,0,6025
75,64.5184326171875,230.15728759765625,0,6279
76,65.35453033447266,228.5287322998047,1,6772
77,67.20292663574219,227.51028442382812,1,7495
78,70.65152740478516,228.60801696777344,1,8215
79,75.21751403808594,226.8489532470703,1,8935
80,80.13146209716797,227.03407287597656,1,9655
81,85.05242919921875,228.3065185546875,1,10141
82,89.08827209472656,229.9095458984375,1,10395
83,93.10943603515625,230.94216918945312,1,10654
84,98.40568542480469,232.52267456054688,1,10915
85,102.62374877929688,233.4001922607422,1,10919
86,105.73123168945312,235.20298767089844,1,10795
87,70.53665924072266,238.53346252441406,0,5909
88,69.43450164794922,238.33917236328125,0,5906
89,69.02185821533203,238.07638549804688,1,6162
90,69.21855163574219,237.75393676757812,0,6415
91,69.78315734863281,237.1441192626953,1,6782
92,70.52796936035156,236.9157257080078,0,7145
93,71.80891418457031,236.84414672851562,0,7505
94,73.75909423828125,236.9760284423828,0,7865
95,75.92236328125,236.89598083496094,0,8225
96,78.43734741210938,236.4583282470703,0,8585
97,81.22122192382812,235.89111328125,0,8945
98,84.61576843261719,235.46963500976562,0,9305
99,87.98579406738281,235.2406768798828,0,9665
100,91.7768325805664,235.21961975097656,0,10028
101,96.08720397949219,235.00076293945312,1,10277
102,100.66444396972656,234.71875,1,10533
103,104.03900909423828,235.0818634033203,0,10537
104,70.38542175292969,239.1583709716797,0,6041
105,70.15727233886719,239.01553344726562,0,6297
106,69.4846420288086,238.9881591796875,0,6544
107,69.21349334716797,238.2542266845703,0,6788
