landmark_id,x,y,z
0,-0.66711819,0.30040878,-0.48976201
1,-0.63668758,0.21176748,-0.51441306
2,-0.62000215,0.12214464,-0.52604401
3,-0.61017793,0.03784567,-0.51691508
4,-0.59734964,-0.04320006,-0.51778364
5,-0.58140260,-0.13011956,-0.51678067
6,-0.56214029,-0.21830398,-0.49069330
7,-0.54774398,-0.31148654,-0.45554441
8,-0.53044856,-0.39845300,-0.42084360
9,-0.50801051,-0.48155320,-0.35958850
10,-0.47289020,-0.55392104,-0.30463508
11,-0.41167742,-0.61392635,-0.20661473
12,-0.32505238,-0.66745138,-0.11321556
13,-0.24141183,-0.71293956,-0.01584827
14,-0.16453284,-0.74805582,0.06033454
15,-0.07366012,-0.77222621,0.08388463
16,-0.02568150,-0.77094978,0.10540988
17,0.02119502,-0.77464151,0.08893206
18,0.11439919,-0.74211186,0.08344498
19,0.18646866,-0.71136302,-0.01247500
20,0.27056286,-0.65138543,-0.09238961
21,0.36060026,-0.59255934,-0.18691599
22,0.42706478,-0.52585387,-0.26810592
23,0.47576934,-0.45744967,-0.32667106
24,0.51280266,-0.37028411,-0.37624708
25,0.53550911,-0.28395498,-0.41033241
26,0.55216289,-0.19127950,-0.44803631
27,0.57205677,-0.10097484,-0.47613418
28,0.58692491,-0.01812561,-0.49885151
29,0.60317838,0.06297582,-0.48203325
30,0.60955590,0.14292841,-0.48651743
31,0.62799448,0.22462112,-0.48587668
32,0.65638161,0.31540430,-0.45983246
33,-0.49199709,0.37617844,0.05739072
34,-0.40183449,0.44137067,0.15599965
35,-0.29295978,0.45554376,0.23413318
36,-0.20380360,0.43934286,0.27147275
37,-0.13397637,0.40125939,0.28772634
38,-0.14095172,0.37355566,0.27006048
39,-0.22118732,0.37499827,0.25897509
40,-0.31769091,0.39768228,0.25154021
41,-0.42041150,0.40011474,0.17923525
42,0.12642486,0.40448201,0.29128736
43,0.20331761,0.44492385,0.27496690
44,0.30498925,0.45485395,0.23719066
45,0.41980383,0.43376654,0.16197574
46,0.50821942,0.37209341,0.05238302
47,0.42083484,0.39354441,0.18565869
48,0.31024614,0.39501739,0.25609463
49,0.21902296,0.38194698,0.26616636
50,0.13590539,0.37643528,0.28006893
51,0.00406707,0.26714146,0.31037712
52,0.00465390,0.19406702,0.35549483
53,0.00612424,0.09975828,0.42599279
54,0.00830982,0.03849200,0.47254705
55,-0.06850675,0.23686329,0.24674140
56,-0.09870850,0.05836256,0.32883120
57,-0.13428816,-0.01786087,0.25356495
58,-0.08743906,-0.09551524,0.30503041
59,-0.02204766,-0.09603477,0.35879517
60,0.00581258,-0.12198643,0.35625994
61,0.03125667,-0.09696068,0.35748908
62,0.09658521,-0.09677038,0.29791191
63,0.14885920,-0.02197330,0.25143966
64,0.10872766,0.05254275,0.32624796
65,0.07194831,0.23010290,0.25365999
66,-0.36453363,0.28407249,0.11268539
67,-0.31042212,0.33325315,0.17185211
68,-0.26494327,0.35020509,0.19626425
69,-0.20713526,0.32384452,0.18090682
70,-0.15577634,0.27149725,0.14902030
71,-0.19826788,0.25912562,0.17624442
72,-0.25399357,0.26018679,0.17853484
73,-0.30816254,0.26215526,0.16144298
74,-0.25162035,0.31659314,0.19385846
75,0.13531981,0.26457563,0.16289333
76,0.18611072,0.31547552,0.19186890
77,0.23489299,0.34259921,0.19528277
78,0.29727426,0.32497472,0.17526677
79,0.36545143,0.27799353,0.10976309
80,0.30399030,0.25667593,0.15662879
81,0.24067657,0.25062430,0.17969862
82,0.19077362,0.25599122,0.18162759
83,0.21686947,0.30174744,0.19465181
84,-0.24237412,-0.34042132,0.19069000
85,-0.13957568,-0.27837381,0.29182693
86,-0.04350862,-0.23759949,0.33836833
87,0.00151078,-0.24475563,0.34274358
88,0.04916897,-0.23396753,0.33581606
89,0.13728219,-0.26573941,0.28279173
90,0.21867090,-0.31693733,0.18569250
91,0.12280531,-0.35058844,0.26938745
92,0.05657843,-0.37362933,0.30962926
93,-0.01697872,-0.38229853,0.32049906
94,-0.08905537,-0.37901461,0.31177935
95,-0.15297033,-0.36424267,0.27516097
96,-0.22215000,-0.33507591,0.19573039
97,-0.06800912,-0.29976308,0.29640394
98,-0.00570314,-0.28988567,0.30875191
99,0.05931891,-0.29271746,0.29136637
100,0.20718320,-0.31095481,0.18974394
101,0.04748067,-0.31103009,0.28276193
102,-0.01298655,-0.31652653,0.29493353
103,-0.07975227,-0.32047552,0.28470328
104,-0.25750607,0.30859444,0.19288322
105,0.23353222,0.30131003,0.19404416
