landmark_id,x_px,y_px,visible,vertex_index
0,323.26934814453125,357.7898254394531,0,16743
1,331.2910461425781,386.2702941894531,0,16876
2,334.84466552734375,414.2361755371094,0,16885
3,332.4458923339844,440.05364990234375,0,16893
4,334.7850646972656,465.2161560058594,0,16652
5,337.8286437988281,493.9811096191406,0,16279
6,330.5987243652344,517.7017211914062,0,16262
7,319.2726135253906,543.2492065429688,0,16304
8,308.65887451171875,567.259521484375,0,32151
9,290.112060546875,590.11181640625,0,32511
10,274.1469421386719,609.2089233398438,0,32829
11,245.44749450683594,626.83837890625,0,33141
12,221.5342254638672,642.05615234375,0,33400
13,197.9433135986328,654.4525146484375,0,33586
14,180.32752990722656,664.1134643554688,0,33704
15,179.72169494628906,671.9027709960938,0,33794
16,176.36105346679688,672.2950439453125,0,33838
17,185.27610778808594,674.30517578125,0,33884
18,194.07211303710938,667.5604248046875,1,33973
19,230.81422424316406,660.9293823242188,1,34097
20,262.77490234375,646.6322021484375,1,34290
21,301.822509765625,631.1653442382812,1,34561
22,335.5910339355469,610.3956298828125,1,34879
23,361.0038757324219,589.0272216796875,1,35202
24,383.1459655761719,561.9737548828125,1,35613
25,399.0240478515625,535.257080078125,1,27801
26,415.70281982421875,506.3078918457031,1,27813
27,429.0175476074219,477.9014587402344,1,27709
28,439.7948303222656,450.9317932128906,1,27447
29,437.75347900390625,423.84857177734375,1,27083
30,441.4444580078125,397.082275390625,1,27075
31,444.3413391113281,369.8927307128906,1,27196
32,440.95062255859375,338.5934143066406,1,27314
33,180.21270751953125,319.31402587890625,0,28111
34,160.07415771484375,285.85089111328125,0,28787
35,141.42938232421875,276.2139587402344,0,29177
36,131.4352264404297,277.7574157714844,0,29382
37,127.59636688232422,285.549560546875,1,29549
38,130.03695678710938,298.2678527832031,0,29526
39,130.0860137939453,300.8267517089844,0,5547
40,131.31430053710938,296.2380676269531,0,4515
41,149.41561889648438,302.13006591796875,0,2967
42,148.93606567382812,279.09857177734375,0,30288
43,162.71963500976562,269.0428466796875,1,30454
44,185.59689331054688,264.82269287109375,1,30662
45,221.97567749023438,272.314697265625,1,31056
46,260.0810241699219,306.1269836425781,1,31716
47,211.79470825195312,290.20635986328125,1,13141
48,177.1675567626953,286.30902099609375,1,11593
49,163.38787841796875,290.82550048828125,1,30488
50,151.18142700195312,290.6692810058594,1,30318
51,131.2142791748047,348.1897888183594,1,8161
52,111.68431091308594,373.50726318359375,1,8174
53,87.9861831665039,405.4864807128906,1,8185
54,72.23607635498047,426.8435974121094,1,8190
55,144.68392944335938,362.98736572265625,0,7082
56,112.65599822998047,422.52349853515625,0,6743
57,134.26480102539062,450.45452880859375,0,5485
58,116.0210952758789,475.8047180175781,0,6637
59,102.6530532836914,476.99176025390625,0,7842
60,105.06954193115234,487.2046813964844,1,8204
61,107.08035278320312,477.10137939453125,1,8562
62,131.542236328125,476.67974853515625,1,9762
63,155.67405700683594,450.8001403808594,1,10886
64,128.34107971191406,422.8827819824219,1,9626
65,154.94021606445312,361.8815612792969,1,9242
66,167.8386688232422,352.3737487792969,0,2215
67,150.0044403076172,334.90496826171875,0,3888
68,145.62548828125,328.01580810546875,0,4661
69,153.63377380371094,336.67376708984375,0,5439
70,166.04856872558594,352.58734130859375,0,6215
71,156.13819885253906,357.85247802734375,0,5191
72,153.14842224121094,358.3596496582031,0,4416
73,155.48562622070312,358.34844970703125,0,3642
74,147.87167358398438,340.0248718261719,0,4666
75,187.83485412597656,349.0272521972656,0,10077
76,183.28518676757812,335.6474304199219,0,10969
77,185.81480407714844,326.8406982421875,0,11610
78,198.86029052734375,332.39239501953125,1,12514
79,226.1392364501953,345.9212646484375,0,14066
80,205.3622283935547,353.5475769042969,1,12784
81,193.03140258789062,354.8764343261719,1,11881
82,188.3194580078125,353.33587646484375,0,11236
83,185.86709594726562,339.935791015625,0,11487
84,140.16436767578125,555.1282348632812,0,5522
85,115.59175109863281,538.7203369140625,0,6025
86,108.70547485351562,529.278564453125,0,7495
87,109.64571380615234,532.7938232421875,0,8215
88,114.07608032226562,529.0864868164062,1,8935
89,135.08543395996094,537.5971069335938,1,10395
90,171.98007202148438,553.1630249023438,0,10795
91,142.11404418945312,560.8789672851562,1,9555
92,127.25100708007812,568.156982421875,1,8836
93,119.09415435791016,570.0161743164062,1,8236
94,116.29585266113281,567.4803466796875,0,7636
95,121.7544937133789,561.3323974609375,0,6915
96,138.92225646972656,552.2932739257812,0,5909
97,119.54096221923828,548.4337158203125,0,7384
98,120.31025695800781,548.2516479492188,0,8223
99,128.7021026611328,548.462158203125,1,9064
100,169.45433044433594,551.18310546875,0,10537
101,133.1746063232422,549.1649780273438,1,8829
102,124.6454849243164,550.6217651367188,0,8229
103,122.66960144042969,549.7022705078125,0,7629
104,148.0083770751953,342.6797790527344,0,4538
105,187.621337890625,340.0443420410156,1,11745
