landmark_id,x,y,z
0,-0.36532474,0.24697335,0.12638687
1,-0.34166986,0.22928736,0.15164439
2,-0.32151514,0.22351739,0.16628315
3,-0.29639375,0.21956031,0.17803951
4,-0.27669927,0.21861069,0.18356459
5,-0.25619268,0.21587224,0.18673997
6,-0.22440493,0.21262269,0.18795976
7,-0.20560846,0.21888088,0.18504487
8,-0.18863781,0.22051127,0.18292302
9,-0.16835013,0.22878665,0.16247042
10,-0.15081011,0.23738334,0.14874524
11,-0.38217735,0.25929222,0.12041052
12,-0.35872239,0.27943686,0.14940916
13,-0.33967024,0.30153310,0.17241187
14,-0.31715226,0.31480512,0.18600623
15,-0.29169273,0.33016023,0.19463345
16,-0.27358705,0.33322743,0.19590354
17,-0.24824739,0.32718214,0.19079642
18,-0.22503862,0.32128012,0.18384017
19,-0.21020731,0.30667371,0.17530000
20,-0.19081366,0.28277642,0.16649352
21,-0.17098445,0.26605213,0.15836085
22,0.38627318,0.25395632,0.12298312
23,0.36010414,0.23263374,0.15347901
24,0.33133325,0.22320479,0.16850895
25,0.30582482,0.21893530,0.17990202
26,0.28735274,0.21477559,0.18462776
27,0.26743093,0.21866539,0.18688881
28,0.24649523,0.22057632,0.18646653
29,0.21879883,0.22066633,0.18107435
30,0.20419566,0.22718666,0.17775486
31,0.18290667,0.23336571,0.16723478
32,0.16537265,0.24087012,0.15377674
33,0.39820713,0.27170303,0.13376673
34,0.37146273,0.29198435,0.15659156
35,0.34696221,0.30841377,0.17399397
36,0.32394147,0.31966582,0.18621416
37,0.30414397,0.32648814,0.19130383
38,0.28058365,0.33663335,0.19210805
39,0.26132444,0.33053768,0.18873128
40,0.24103536,0.32408050,0.18087932
41,0.21924633,0.30849472,0.17337263
42,0.20331047,0.29157487,0.16811208
43,0.18142240,0.26613212,0.16106996
44,-0.48539817,0.36280289,0.07443497
45,-0.45190549,0.42188847,0.11502141
46,-0.40252659,0.45404315,0.15128778
47,-0.33506238,0.47686803,0.19101194
48,-0.27359968,0.46875003,0.22658011
49,-0.20483157,0.44468832,0.25328660
50,-0.14410271,0.41793740,0.26304457
51,-0.44547164,0.39273426,0.13642956
52,-0.39423385,0.42963457,0.18015288
53,-0.33510107,0.42555213,0.21395217
54,-0.26248571,0.41375995,0.23130956
55,-0.20059469,0.39585108,0.23538031
56,-0.13178656,0.38331220,0.24679580
57,0.50695431,0.37032798,0.06681901
58,0.47754553,0.41888219,0.11151005
59,0.42252326,0.45630527,0.15481019
60,0.35501087,0.47673643,0.19609100
61,0.28376344,0.46269909,0.23753177
62,0.21341421,0.44085693,0.26132557
63,0.15097474,0.42262572,0.27158144
64,0.46256113,0.38826889,0.14178273
65,0.41479367,0.42406797,0.18546148
66,0.34499422,0.42442009,0.22366995
67,0.27541432,0.40497673,0.23736893
68,0.21243015,0.39523163,0.24252900
69,0.14386876,0.38179266,0.25364023
70,-0.20447285,-0.34127650,0.20961809
71,-0.18826196,-0.32531410,0.23239416
72,-0.16909140,-0.31462198,0.26567918
73,-0.14506476,-0.29532340,0.29529378
74,-0.12334812,-0.27926439,0.31381324
75,-0.09743656,-0.26092172,0.32932234
76,-0.06455501,-0.24660806,0.34327620
77,-0.02373107,-0.24017823,0.35572189
78,0.02394536,-0.25013861,0.35570738
79,0.07264245,-0.23741855,0.34398738
80,0.10824662,-0.24298038,0.32779938
81,0.13908231,-0.25571468,0.30725259
82,0.16217057,-0.26921037,0.28458509
83,0.18193102,-0.27901313,0.26085424
84,0.20522250,-0.29179063,0.22666399
85,0.22259252,-0.29860303,0.19811638
86,0.23399733,-0.31296277,0.17104769
87,-0.18497688,-0.34137318,0.21311577
88,-0.16865718,-0.33809501,0.23239097
89,-0.13860589,-0.33262476,0.25717828
90,-0.11185677,-0.32860506,0.27646858
91,-0.08651970,-0.32258746,0.28726581
92,-0.06154422,-0.31907848,0.29545480
93,-0.03425258,-0.31679448,0.30062881
94,-0.00559413,-0.31616157,0.30194646
95,0.02172751,-0.31402305,0.30013773
96,0.05035773,-0.31283420,0.29515329
97,0.07796438,-0.31054732,0.28729475
98,0.10376892,-0.30897269,0.27546164
99,0.12697063,-0.30937651,0.26157743
100,0.14994131,-0.31130496,0.24291812
101,0.17648049,-0.31178302,0.21901727
102,0.20242731,-0.30970129,0.19470571
103,0.22189865,-0.31351411,0.17582890
104,-0.18533763,-0.34719813,0.21433751
105,-0.17140682,-0.34517190,0.22168818
106,-0.15096825,-0.34200114,0.23966527
107,-0.12849350,-0.33489266,0.25811219
108,-0.09203189,-0.32690662,0.28558573
109,-0.05583882,-0.32354566,0.30153245
110,-0.01737304,-0.32192495,0.31027740
111,0.02635426,-0.31981945,0.31253329
112,0.06538869,-0.31691992,0.30342644
113,0.10422409,-0.31344020,0.28846383
114,0.13886151,-0.31508642,0.26476145
115,0.17143838,-0.31871679,0.23081005
116,0.19006479,-0.32191673,0.20858088
117,0.20807073,-0.31922713,0.18817437
118,0.22072408,-0.31772631,0.17872044
119,-0.19223011,-0.35443869,0.21490553
