landmark_id,x,y,z,visible,vertex_index,confidence
0,-1.1851307153701782,0.4932984709739685,-0.7280665040016174,1,16743,1.0
1,-1.1664174795150757,0.3468252122402191,-0.7798840403556824,1,16876,1.0
2,-1.150952935218811,0.20519985258579254,-0.7966296672821045,1,16885,1.0
3,-1.1287068128585815,0.07289101928472519,-0.7721114158630371,0,16893,0.0
4,-1.1033246517181396,-0.046558309346437454,-0.769973635673523,0,16652,0.0
5,-1.0900311470031738,-0.15876632928848267,-0.7447197437286377,0,16279,0.0
6,-1.0683276653289795,-0.3039102256298065,-0.7027402520179749,0,16262,0.0
7,-1.0574584007263184,-0.45419982075691223,-0.6456335186958313,0,16304,0.0
8,-1.0459316968917847,-0.5941718816757202,-0.5913797616958618,0,32151,0.0
9,-1.0113579034805298,-0.7256700992584229,-0.49495866894721985,0,32511,0.0
10,-0.9425963163375854,-0.836568295955658,-0.4055215120315552,0,32829,0.0
11,-0.8209782242774963,-0.9321920275688171,-0.23157411813735962,0,33141,0.0
12,-0.6579967737197876,-1.021553635597229,-0.06382174044847488,1,33400,1.0
13,-0.5045136213302612,-1.1079310178756714,0.11122051626443863,1,33586,1.0
14,-0.37271735072135925,-1.189151644706726,0.2474357783794403,1,33704,1.0
15,-0.21398988366127014,-1.245566725730896,0.26946431398391724,0,33794,0.0
16,-0.12370678037405014,-1.2493261098861694,0.2945093512535095,1,33838,1.0
17,-0.04684237390756607,-1.2603474855422974,0.24366573989391327,1,33884,1.0
18,0.11861924082040787,-1.2281255722045898,0.19786421954631805,1,33973,1.0
19,0.217910498380661,-1.1751941442489624,-0.02052169106900692,0,34097,0.0
20,0.3500213623046875,-1.0997141599655151,-0.21252886950969696,0,34290,0.0
21,0.48594895005226135,-1.0380897521972656,-0.42776501178741455,0,34561,0.0
22,0.5877891778945923,-0.9631447792053223,-0.6044642329216003,0,34879,0.0
23,0.6722338199615479,-0.8839231729507446,-0.7242945432662964,0,35202,0.0
24,0.7308487296104431,-0.7603228688240051,-0.8157689571380615,0,35613,0.0
25,0.7652097940444946,-0.6288873553276062,-0.8712296485900879,0,27801,0.0
26,0.7920671701431274,-0.48291298747062683,-0.927435576915741,0,27813,0.0
27,0.836292564868927,-0.340528279542923,-0.9634749293327332,0,27709,0.0
28,0.8656672835350037,-0.2312483787536621,-1.012258529663086,0,27447,0.0
29,0.9236161708831787,-0.10996223986148834,-0.9908019304275513,0,27083,0.0
30,0.9530296921730042,0.015141846612095833,-1.0114097595214844,0,27075,0.0
31,0.9912417531013489,0.13666515052318573,-1.0270311832427979,0,27196,0.0
32,1.0395845174789429,0.2721688449382782,-0.9901264905929565,0,27314,0.0
33,-0.7731435298919678,0.6800802946090698,0.1735571026802063,0,28111,0.0
34,-0.6101720333099365,0.845451295375824,0.3094576299190521,1,28787,1.0
35,-0.4042392671108246,0.893082320690155,0.415038526058197,1,29177,1.0
36,-0.23266734182834625,0.8692263960838318,0.4885040521621704,1,29382,1.0
37,-0.11371825635433197,0.7943329215049744,0.5188900828361511,1,29549,1.0
38,-0.1389658898115158,0.7173261642456055,0.48931267857551575,1,29526,1.0
39,-0.2758968770503998,0.7165119647979736,0.4601559340953827,1,5547,1.0
40,-0.43865540623664856,0.7670724987983704,0.4409898519515991,1,4515,1.0
41,-0.6328664422035217,0.7637763023376465,0.3477543592453003,0,2967,0.0
42,0.3891483247280121,0.7507830262184143,0.4619681239128113,1,30288,1.0
43,0.5207048058509827,0.7904432415962219,0.40594282746315,1,30454,1.0
44,0.6770645976066589,0.795887291431427,0.29976126551628113,1,30662,1.0
45,0.8406521677970886,0.7351307272911072,0.15986241400241852,1,31056,1.0
46,0.9310067892074585,0.5251748561859131,-0.0005084351287223399,0,31716,0.0
47,0.8284137845039368,0.6252711415290833,0.20494790375232697,1,13141,1.0
48,0.6673725247383118,0.6454836130142212,0.3268023133277893,1,11593,1.0
49,0.5347412824630737,0.6454581618309021,0.3710649609565735,1,30488,1.0
50,0.40753373503685,0.6774984002113342,0.43641844391822815,1,30318,1.0
51,0.11394741386175156,0.444598913192749,0.5258334875106812,1,8161,1.0
52,0.1008550301194191,0.3072510063648224,0.6521468758583069,1,8174,1.0
53,0.08520664274692535,0.12561380863189697,0.8035417199134827,1,8185,1.0
54,0.08395300060510635,0.010429282672703266,0.8928543329238892,1,8190,1.0
55,0.0031657149083912373,0.3763730823993683,0.4339912533760071,1,7082,1.0
56,-0.09920226782560349,0.0683026909828186,0.6236735582351685,1,6743,1.0
57,-0.1650972068309784,-0.057868290692567825,0.46387818455696106,0,5485,0.0
58,-0.09676600247621536,-0.1959451138973236,0.5723181962966919,1,6637,1.0
59,0.016860630363225937,-0.1805538535118103,0.6514583230018616,1,7842,1.0
60,0.0595071017742157,-0.22809946537017822,0.6310304403305054,1,8204,1.0
61,0.09820046275854111,-0.19396062195301056,0.6403598189353943,1,8562,1.0
62,0.18937622010707855,-0.22680696845054626,0.5238656997680664,1,9762,1.0
63,0.25483694672584534,-0.1097031831741333,0.4081396460533142,0,10886,0.0
64,0.2214396595954895,0.02984316274523735,0.5764776468276978,0,9626,0.0
65,0.1835787445306778,0.36507827043533325,0.40556153655052185,0,9242,0.0
66,-0.5433653593063354,0.4294438064098358,0.23862940073013306,0,2215,0.0
67,-0.4176807105541229,0.4678391218185425,0.3233238160610199,1,3888,1.0
68,-0.3288624584674835,0.4912773370742798,0.34450748562812805,1,4661,1.0
69,-0.23745042085647583,0.4578774571418762,0.3081016540527344,0,5439,0.0
70,-0.14336372911930084,0.4163587689399719,0.27335038781166077,1,6215,1.0
71,-0.21641600131988525,0.38583478331565857,0.3311762511730194,0,5191,0.0
72,-0.32255154848098755,0.377510130405426,0.34168532490730286,1,4416,1.0
73,-0.42921531200408936,0.3804326355457306,0.3179754912853241,1,3642,1.0
74,-0.3128877878189087,0.43647733330726624,0.34386157989501953,1,4666,1.0
75,0.30174583196640015,0.40038472414016724,0.2159222662448883,1,10077,1.0
76,0.4152868688106537,0.39846450090408325,0.2471059262752533,1,10969,1.0
77,0.49527114629745483,0.4119645953178406,0.24504493176937103,1,11610,1.0
78,0.5781592130661011,0.3754168450832367,0.20363958179950714,1,12514,1.0
79,0.6640965938568115,0.3260025680065155,0.11771956086158752,1,14066,1.0
80,0.5725831389427185,0.29102185368537903,0.20111902058124542,1,12784,1.0
81,0.4645385444164276,0.3043482303619385,0.2480098158121109,1,11881,1.0
82,0.3815891742706299,0.3337734639644623,0.24904228746891022,1,11236,1.0
83,0.4515465199947357,0.3667849600315094,0.25179409980773926,1,11487,1.0
84,-0.35513126850128174,-0.5367845892906189,0.40923139452934265,1,5522,1.0
85,-0.1713959276676178,-0.4724060893058777,0.5139647722244263,1,6025,1.0
