landmark_id,x,y,z
0,-0.68049228,0.26206324,-0.51885384
1,-0.65493041,0.17051584,-0.54177463
2,-0.64929122,0.07621317,-0.54503334
3,-0.63710576,-0.01035423,-0.52914715
4,-0.61919051,-0.09588580,-0.52444178
5,-0.59515423,-0.19676536,-0.52400464
6,-0.57907182,-0.27599156,-0.49551255
7,-0.56462240,-0.36021003,-0.45372280
8,-0.54303205,-0.43696421,-0.41249841
9,-0.51455581,-0.50647616,-0.34565768
10,-0.47343725,-0.56528193,-0.28307265
11,-0.41939723,-0.61892170,-0.17338847
12,-0.33927560,-0.66728324,-0.06624781
13,-0.24846774,-0.70311117,0.04480598
14,-0.16004458,-0.72782719,0.13441052
15,-0.05792124,-0.74860984,0.16005927
16,-0.00400196,-0.74724710,0.18167318
17,0.05012037,-0.75078493,0.15712449
18,0.15458465,-0.72865313,0.14406319
19,0.24192759,-0.71641707,0.02265745
20,0.33280733,-0.68002313,-0.07414828
21,0.41043103,-0.63260090,-0.19358148
22,0.46560091,-0.57580400,-0.29518962
23,0.50812739,-0.51657021,-0.36865553
24,0.54319477,-0.43978512,-0.43212980
25,0.56733865,-0.36217171,-0.47519889
26,0.58574224,-0.27611083,-0.51786691
27,0.60863072,-0.18511063,-0.53761983
28,0.62994093,-0.08910796,-0.55134213
29,0.64949620,0.00430813,-0.53782749
30,0.65505522,0.09283982,-0.55187589
31,0.66087621,0.18038377,-0.56504196
32,0.68120736,0.27366132,-0.54156214
33,-0.53106624,0.40616840,0.03800495
34,-0.45193112,0.48051375,0.14433286
35,-0.35211509,0.50249410,0.22208142
36,-0.26062477,0.48530203,0.27082866
37,-0.17642164,0.46141350,0.28932005
38,-0.18047611,0.42674401,0.27733254
39,-0.26310036,0.43332356,0.26205230
40,-0.36144564,0.45796084,0.23269108
41,-0.46074358,0.44332373,0.15731786
42,0.17240535,0.46366206,0.29229414
43,0.25798735,0.50006521,0.27237463
44,0.35131782,0.52163655,0.22585173
45,0.45390922,0.50475347,0.14913161
46,0.53566444,0.43118674,0.04014700
47,0.45757782,0.46863380,0.16674700
48,0.35225841,0.47603270,0.23893614
49,0.26507148,0.45217252,0.26203975
50,0.18077524,0.43817493,0.28277978
51,0.00404198,0.25173709,0.31698221
52,-0.00185315,0.16135223,0.37399462
53,-0.00603611,0.05850860,0.45322800
54,-0.00469855,-0.01404748,0.50124025
55,-0.08328331,0.20696561,0.25492355
56,-0.11879163,0.00482410,0.33870405
57,-0.16709754,-0.06754965,0.25110728
58,-0.10964175,-0.14075029,0.30673647
59,-0.03806036,-0.14705770,0.36629218
60,-0.00501051,-0.17351267,0.36608335
61,0.02366501,-0.14711788,0.36940145
62,0.09890709,-0.14491156,0.31702390
63,0.16436736,-0.07013497,0.25915030
64,0.11485309,0.00808386,0.34182557
65,0.09279592,0.21230629,0.25297371
66,-0.40293238,0.26679355,0.10902848
67,-0.33485347,0.30364257,0.17884767
68,-0.27722898,0.31616408,0.19947922
69,-0.21070549,0.28939173,0.18214850
70,-0.16310543,0.24275273,0.15581554
71,-0.21862936,0.22342540,0.18092218
72,-0.27751344,0.22369157,0.18234862
73,-0.33739161,0.23132513,0.16397546
74,-0.26626113,0.28299308,0.19607316
75,0.17497298,0.25163448,0.14822316
76,0.23117895,0.29909590,0.18264361
77,0.28679544,0.32402456,0.19351499
78,0.35334772,0.31457832,0.16618125
79,0.42111352,0.28223884,0.10803912
80,0.36173120,0.24205135,0.15154102
81,0.29228064,0.23217125,0.17311795
82,0.23957264,0.23826346,0.17318091
83,0.26766258,0.28510195,0.18719327
84,-0.24919677,-0.34661976,0.19017689
85,-0.16900706,-0.30506441,0.30123416
86,-0.05919360,-0.27171558,0.36321491
87,-0.00403288,-0.28299874,0.37361845
88,0.04837517,-0.27465227,0.37332904
89,0.15266457,-0.31275818,0.32590187
90,0.22484273,-0.37127438,0.21686067
91,0.14681691,-0.41461453,0.30374807
92,0.07074802,-0.43902406,0.34386760
93,-0.01195382,-0.44123635,0.34999338
94,-0.09562676,-0.43052059,0.33774814
95,-0.17108898,-0.40010017,0.28893220
96,-0.23004687,-0.34447739,0.19884895
97,-0.07933914,-0.33791727,0.31652781
98,-0.00647385,-0.33983094,0.33778006
99,0.06372457,-0.34375384,0.32596418
100,0.21213935,-0.36816829,0.22258082
101,0.06100382,-0.35935080,0.32571971
102,-0.00901123,-0.35973030,0.33321187
103,-0.08416171,-0.35373789,0.31976953
104,-0.27463835,0.27460620,0.19537404
105,0.28774935,0.28378445,0.18654424
