photo_id,date,same_date_sequence,pose_bin,pitch,yaw,roll,source_filename,source_relative_path,date_provenance_status,exif_date,date_delta_days,source_claimed_date,source_claimed_delta_days,date_conflict_sources,source_provenance_status,source_url,archive_url,perceptual_dhash,near_duplicate_of,geometry_status,segmentation_status,uv_status,combined_visible_fraction,skin_mask_coverage,uv_observed_coverage,chronology_index_global,chronology_index_in_pose
2014_03_17__1cb415a73d28,2014-03-17,1,right_mid,10.31240177154541,27.24937629699707,-1.6049842834472656,2014_03_17.jpg,2014_03_17.jpg,filename_only,,,,,[],not_provided,,,0c3606262f3f1f9c,,valid,valid,valid,0.6065417681816909,0.2687109375,0.798035,922,52
2014_03_19__8c5389de4cb1,2014-03-19,1,left_profile,-71.8193359375,-82.23723602294922,82.63327026367188,2014_03_19.jpg,2014_03_19.jpg,filename_only,,,,,[],not_provided,,,9910a0c0c0c0c062,,valid,valid,valid,0.45414321319555295,0.187165625,0.798035,923,139
2014_03_24__ab860b40c041,2014-03-24,1,frontal,11.897618293762207,-3.0327420234680176,-0.1838894933462143,2014_03_24.jpg,2014_03_24.jpg,filename_only,,,,,[],not_provided,,,36f373ebebcfcf6f,,valid,valid,valid,0.6689630065249657,0.294671875,0.798035,924,288
2014_03_25__2b9ab79b0770,2014-03-25,1,right_light,9.214086532592773,17.27982521057129,-0.52400141954422,2014_03_25.jpg,2014_03_25.jpg,filename_only,,,,,[],not_provided,,,2c60e1d4d4dc4c69,,valid,valid,valid,0.6304853118261503,0.2872109375,0.798035,925,84
2014_03_25_2__49dc0abf589e,2014-03-25,2,right_profile,-53.35331726074219,77.98323059082031,-50.223182678222656,2014_03_25 (2).jpg,2014_03_25 (2).jpg,filename_only,,,,,[],not_provided,,,7c60dcdcdcfc7993,,valid,valid,valid,0.47172981601276986,0.1666921875,0.798035,926,138
2014_04_04__8448911e4b83,2014-04-04,1,frontal,15.57341480255127,6.337601661682129,-0.07225336879491806,2014_04_04.jpg,2014_04_04.jpg,filename_only,,,,,[],not_provided,,,a68747ebc307476f,,valid,valid,valid,0.6348259542412277,0.3070125,0.798035,927,289
2014_04_09__1385af386811,2014-04-09,1,frontal,15.904172897338867,-4.937321662902832,0.18957103788852692,2014_04_09.jpg,2014_04_09.jpg,filename_only,,,,,[],not_provided,,,1ede5674d4ce6e3d,,valid,valid,valid,0.6377383852810216,0.3015921875,0.798035,928,290
2014_04_17__d8d1638a1b7a,2014-04-17,1,right_light,10.964942932128906,10.542954444885254,0.07607165724039078,2014_04_17.jpg,2014_04_17.jpg,filename_only,,,,,[],not_provided,,,97c965cbc207066d,,valid,valid,valid,0.6517684617323364,0.3295359375,0.798035,929,85
2014_04_18__f057c5c9a04a,2014-04-18,1,left_profile,-0.5296884775161743,-67.59973907470703,15.51391315460205,2014_04_18.jpg,2014_04_18.jpg,filename_only,,,,,[],not_provided,,,4b10800012c0e031,,valid,valid,valid,0.49687753787560557,0.2441359375,0.798035,930,140
2014_04_20__bb0d19d4b32c,2014-04-20,1,right_profile,-14.742955207824707,65.8855209350586,-10.239006042480469,2014_04_20.jpg,2014_04_20.jpg,filename_only,,,,,[],not_provided,,,0d717e363e6e3e9e,,valid,valid,valid,0.5024503626536727,0.2781984375,0.798035,931,139
