landmark_id,x,y,z
0,-0.41110551,0.39444131,0.47603482
1,-0.35050490,0.36369890,0.49116153
2,-0.31082779,0.35196108,0.49352917
3,-0.26715639,0.34300891,0.48886636
4,-0.23631090,0.33949551,0.48070997
5,-0.20674649,0.33283186,0.47084218
6,-0.16468315,0.32655424,0.44711745
7,-0.14091219,0.33616331,0.42928594
8,-0.12054499,0.33975229,0.41403297
9,-0.10116653,0.35582271,0.37594873
10,-0.08565812,0.37178183,0.34479088
11,-0.44447577,0.41569710,0.48361224
12,-0.38184240,0.44688487,0.51128864
13,-0.33233079,0.48176256,0.53143317
14,-0.28656420,0.50235426,0.53297287
15,-0.24090372,0.52721727,0.52596492
16,-0.21208501,0.53155148,0.51268369
17,-0.17682292,0.51978576,0.48486680
18,-0.14739089,0.50913358,0.45957720
19,-0.13451943,0.48248187,0.43550199
20,-0.11696541,0.44448981,0.40513983
21,-0.09537809,0.41668421,0.38045418
22,0.61932009,0.42045373,-0.20846769
23,0.60899925,0.38359386,-0.14554684
24,0.58193868,0.36580297,-0.10063339
25,0.55715084,0.35607895,-0.06288667
26,0.54025257,0.34607345,-0.03658395
27,0.51211655,0.35103282,-0.01890820
28,0.48422438,0.35246181,-0.00003855
29,0.44464755,0.35084379,0.02124182
30,0.42106318,0.36130577,0.02870418
31,0.38373074,0.37295863,0.03734103
32,0.35396022,0.39002427,0.04031976
33,0.64653409,0.44040513,-0.20163538
34,0.63194907,0.46641976,-0.14752388
35,0.61517578,0.48576820,-0.09952020
36,0.59545910,0.50136960,-0.06016218
37,0.57485169,0.50862879,-0.03244840
38,0.55077392,0.52152652,-0.00075161
39,0.52437043,0.50954086,0.01418962
40,0.49396643,0.49970368,0.02591095
41,0.45671430,0.47856089,0.03624367
42,0.42744094,0.45685473,0.04161340
43,0.38752475,0.42371079,0.04751083
44,-0.63851792,0.59962863,0.51072478
45,-0.55328733,0.70356852,0.54210907
46,-0.44564366,0.76787072,0.55277121
47,-0.30982840,0.79209554,0.56421345
48,-0.19032696,0.77548409,0.56871325
49,-0.06623887,0.73129350,0.55481404
50,0.02880279,0.68486893,0.51449573
51,-0.52562082,0.65126818,0.56658286
52,-0.41763109,0.71942139,0.59504837
53,-0.29554731,0.70961112,0.60052544
54,-0.16745405,0.68749559,0.57421482
55,-0.07131888,0.64978802,0.53042376
