landmark_id,x,y,z
0,-0.32984087,0.23659185,0.12717538
1,-0.30540615,0.22167251,0.15221743
2,-0.28642026,0.22054993,0.16746318
3,-0.26303983,0.22007154,0.17958507
4,-0.24378297,0.22127797,0.18528196
5,-0.22195870,0.22352035,0.18491466
6,-0.18927184,0.22630714,0.18768214
7,-0.17145281,0.23165284,0.18728337
8,-0.15495805,0.23342137,0.18699721
9,-0.14106575,0.24145658,0.16472827
10,-0.12576251,0.25457633,0.15054588
11,-0.34950978,0.23988366,0.12414886
12,-0.32488602,0.26341021,0.15030061
13,-0.30696350,0.28816891,0.17400959
14,-0.28377646,0.30564460,0.18719959
15,-0.25880700,0.32402855,0.19316860
16,-0.24216276,0.32935032,0.19420996
17,-0.21990126,0.32835856,0.18840556
18,-0.20171380,0.32487056,0.17953324
19,-0.18983039,0.31299993,0.16861674
20,-0.17183536,0.28879312,0.16033775
21,-0.15347390,0.27426857,0.15144473
22,0.34862974,0.24941656,0.12554307
23,0.32747501,0.23254155,0.15399688
24,0.29818144,0.22431187,0.16694692
25,0.27436891,0.22082545,0.17909619
26,0.25605071,0.22002542,0.18083662
27,0.23655884,0.22367021,0.18669111
28,0.21467564,0.22690873,0.18620224
29,0.18612383,0.23064525,0.17778502
30,0.17274439,0.23746890,0.17724861
31,0.15716687,0.24563862,0.16899762
32,0.14376232,0.26247579,0.15856725
33,0.36557823,0.26257703,0.13781321
34,0.34006405,0.28354436,0.15731640
35,0.31692189,0.30255753,0.17384619
36,0.29340923,0.31601644,0.18485864
37,0.27397522,0.32496086,0.18881358
38,0.25482619,0.33415172,0.19112907
39,0.23790705,0.33279005,0.18714091
40,0.22351609,0.32985884,0.17863853
41,0.20471750,0.31574199,0.17003325
42,0.18971202,0.29750437,0.16422041
43,0.16906436,0.27362928,0.15792808
44,-0.45757294,0.29208034,0.10199052
45,-0.42337686,0.34170938,0.15410931
46,-0.36894774,0.37966225,0.19027698
47,-0.28606290,0.41325054,0.22700576
48,-0.22176600,0.40730882,0.25786287
49,-0.15373921,0.39145815,0.27417827
50,-0.10250626,0.36537963,0.27918881
51,-0.41724962,0.32175249,0.16895276
52,-0.36302876,0.34978488,0.21658051
53,-0.29967949,0.33819765,0.24250107
54,-0.22284563,0.33543143,0.24876684
55,-0.16588832,0.33161774,0.23354435
56,-0.10021967,0.33632702,0.24154347
57,0.48516801,0.32077265,0.09150289
58,0.45684910,0.35984516,0.14777614
59,0.39345202,0.40544742,0.19188000
60,0.31304377,0.43048972,0.22808921
61,0.23875639,0.41538993,0.26660120
62,0.16757092,0.39630812,0.28267667
63,0.10636401,0.37981695,0.28867963
64,0.44018686,0.33742484,0.17273529
65,0.38296220,0.35775793,0.22198282
66,0.30978423,0.34980917,0.25700447
67,0.24226800,0.32998961,0.25201237
68,0.17736740,0.32907918,0.24243139
69,0.10872217,0.32192993,0.24787852
70,-0.21877678,-0.25528774,0.21943447
71,-0.19093788,-0.24206421,0.23024939
72,-0.16354966,-0.23816247,0.25173742
73,-0.14449824,-0.22177412,0.27536890
74,-0.12509084,-0.20699696,0.29294515
75,-0.09929003,-0.19516671,0.31040582
76,-0.07059068,-0.18848473,0.32487550
77,-0.04160343,-0.19759133,0.34022272
78,-0.00165293,-0.21618976,0.33870763
79,0.04389852,-0.20205504,0.33811724
80,0.06458600,-0.20529479,0.33376101
81,0.08965391,-0.21498314,0.32098687
82,0.11218093,-0.22691163,0.30098367
83,0.12997778,-0.23705940,0.28271073
84,0.15537411,-0.24677964,0.25878721
85,0.18339612,-0.24994889,0.24340326
86,0.20716570,-0.26737136,0.22707230
87,-0.19503142,-0.25863308,0.21747698
88,-0.17581560,-0.25804478,0.22126031
89,-0.14844570,-0.25167984,0.23755756
90,-0.12507835,-0.24623024,0.25837353
91,-0.10170618,-0.24067591,0.26697999
92,-0.07684950,-0.23925106,0.27206969
