landmark_id,x,y,z
0,-0.31006905,0.37368965,0.54101378
1,-0.23722394,0.34886548,0.53835034
2,-0.19482097,0.34066677,0.53159231
3,-0.15069419,0.33459204,0.51808870
4,-0.12052163,0.33307785,0.50358665
5,-0.09465262,0.33104214,0.48292670
6,-0.05759334,0.33049867,0.44716597
7,-0.03428231,0.34250072,0.42844170
8,-0.01409529,0.34715861,0.41209900
9,0.00167244,0.35675094,0.37915379
10,0.01138484,0.37277764,0.34635001
11,-0.36396822,0.37674394,0.57190055
12,-0.27119479,0.41718343,0.57919377
13,-0.20963031,0.46260253,0.58824021
14,-0.15574932,0.48934180,0.57907981
15,-0.11124136,0.51672906,0.55802065
16,-0.08466424,0.52425182,0.53625846
17,-0.05378057,0.52128780,0.49573806
18,-0.03288280,0.51428467,0.46356824
19,-0.02729931,0.48501712,0.44086727
20,-0.01615095,0.44246075,0.41209483
21,0.00076580,0.41452059,0.38432404
22,0.54488391,0.39991784,-0.37069744
23,0.55259281,0.36872777,-0.31022203
24,0.53619379,0.35193422,-0.25697827
25,0.52249497,0.34489587,-0.21053177
26,0.51072121,0.33889812,-0.17812529
27,0.48898053,0.34585041,-0.14957952
28,0.46419048,0.35035995,-0.12001456
29,0.42187262,0.35459468,-0.08744704
30,0.40253642,0.36714634,-0.07013984
31,0.37601361,0.37960055,-0.05484638
32,0.35679433,0.40659025,-0.04330304
33,0.58415431,0.40343019,-0.38213688
34,0.57842314,0.43376559,-0.32057026
35,0.57001275,0.45760489,-0.26605359
36,0.56314766,0.47974128,-0.21939871
37,0.55570835,0.48902959,-0.18417150
38,0.55145204,0.49904639,-0.14243358
39,0.53299475,0.49464908,-0.11998846
40,0.50950760,0.49217069,-0.09996679
41,0.47399476,0.47298864,-0.07949843
42,0.44305679,0.45117584,-0.06744471
43,0.40063134,0.42366830,-0.05321261
44,-0.55622733,0.49895716,0.66974783
45,-0.43847108,0.59075159,0.69003594
46,-0.30984893,0.66898435,0.67216885
47,-0.14818498,0.70056754,0.64957541
48,-0.01919803,0.68696868,0.62552404
49,0.10913560,0.63816953,0.57972783
50,0.18920515,0.58444452,0.51867127
51,-0.41234079,0.54439747,0.71008998
52,-0.28118846,0.60930997,0.72483391
53,-0.13865443,0.58861256,0.69792700
54,-0.00495248,0.56728053,0.63287508
55,0.07285482,0.53927082,0.55105948
56,0.16627507,0.52390426,0.46088690
57,0.65022016,0.53114510,-0.56888068
58,0.67975968,0.59542811,-0.45549828
59,0.66558957,0.68116468,-0.31056699
60,0.63808262,0.70948344,-0.15693364
61,0.61969131,0.66560966,-0.00597286
62,0.56425655,0.61088210,0.11472044
63,0.50011456,0.58691531,0.21310213
64,0.69869494,0.54492569,-0.41100991
65,0.71114105,0.59398520,-0.27731881
66,0.68764126,0.58758742,-0.12038526
67,0.61362368,0.54347402,-0.01409326
68,0.53526121,0.51969475,0.07305819
69,0.45753434,0.49215123,0.16703765
70,-0.02831400,-0.53387868,0.50214767
71,0.00058028,-0.51535869,0.49819323
72,0.05254194,-0.49942118,0.49344042
73,0.11162224,-0.47735065,0.49280819
74,0.15935093,-0.46089566,0.48552287
75,0.21101691,-0.44224846,0.47431090
