landmark_id,x,y,z,visible,vertex_index,confidence
0,-1.1119344234466553,0.06331805139780045,-1.0111795663833618,0,16743,0.0
1,-1.058188796043396,-0.08188960701227188,-1.0047098398208618,0,16876,0.0
2,-1.0149903297424316,-0.21138465404510498,-0.9725160598754883,0,16885,0.0
3,-0.9899335503578186,-0.3261600136756897,-0.9015111327171326,0,16893,0.0
4,-0.9575760960578918,-0.43763813376426697,-0.8508817553520203,0,16652,0.0
5,-0.93857342004776,-0.5430275201797485,-0.7843510508537292,0,16279,0.0
6,-0.8991408348083496,-0.6732395887374878,-0.7045299410820007,0,16262,0.0
7,-0.8745638132095337,-0.803026556968689,-0.6085790991783142,0,16304,0.0
8,-0.8481557369232178,-0.9202479124069214,-0.5164599418640137,0,32151,0.0
9,-0.8065899014472961,-1.0136791467666626,-0.3828427195549011,0,32511,0.0
10,-0.7385473251342773,-1.0863747596740723,-0.25636398792266846,0,32829,0.0
11,-0.6403907537460327,-1.11197030544281,-0.0472845584154129,0,33141,0.0
12,-0.4990072250366211,-1.1193886995315552,0.15178579092025757,0,33400,0.0
13,-0.3657305836677551,-1.113274335861206,0.35068047046661377,0,33586,0.0
14,-0.24712339043617249,-1.1179404258728027,0.5111101865768433,0,33704,0.0
15,-0.08627501875162125,-1.1307071447372437,0.560106635093689,0,33794,0.0
16,-0.001864434452727437,-1.108311653137207,0.5944601893424988,0,33838,0.0
17,0.08368218690156937,-1.1216307878494263,0.5641933083534241,0,33884,0.0
18,0.2465481162071228,-1.078580617904663,0.5436596870422363,0,33973,0.0
19,0.3719795048236847,-1.0893763303756714,0.35361769795417786,0,34097,0.0
20,0.5190525054931641,-1.0594196319580078,0.18569663166999817,0,34290,0.0
21,0.663445770740509,-1.0409307479858398,-0.015612968243658543,0,34561,0.0
22,0.7676449418067932,-1.004180908203125,-0.19935137033462524,0,34879,0.0
23,0.8565400242805481,-0.9495317935943604,-0.3311500549316406,0,35202,0.0
24,0.9176843166351318,-0.8477661609649658,-0.4494430422782898,0,35613,0.0
25,0.946784496307373,-0.7289444804191589,-0.5374677181243896,0,27801,0.0
26,0.9674684405326843,-0.5963886380195618,-0.6322182416915894,0,27813,0.0
27,1.00165855884552,-0.4570114016532898,-0.7055118680000305,0,27709,0.0
28,1.0289030075073242,-0.3539576530456543,-0.7761322855949402,0,27447,0.0
29,1.0631234645843506,-0.2210550308227539,-0.7866113781929016,1,27083,1.0
30,1.0800727605819702,-0.1073017492890358,-0.8423665761947632,1,27075,1.0
31,1.1130503416061401,0.007329997606575489,-0.8902930021286011,1,27196,1.0
32,1.1420011520385742,0.1595572531223297,-0.8884596824645996,1,27314,1.0
33,-0.8390833735466003,0.6172747015953064,-0.14055490493774414,0,28111,0.0
34,-0.7211957573890686,0.8140619993209839,-0.07686784118413925,1,28787,1.0
35,-0.5480085015296936,0.8983358144760132,0.028538763523101807,1,29177,1.0
36,-0.40199074149131775,0.9025460481643677,0.11828957498073578,1,29382,1.0
37,-0.29151207208633423,0.8508914709091187,0.18430601060390472,1,29549,1.0
38,-0.29354327917099,0.7801714539527893,0.1755601316690445,0,29526,0.0
39,-0.4151688814163208,0.7633659839630127,0.12669400870800018,1,5547,1.0
40,-0.570961058139801,0.7964766025543213,0.0862252339720726,1,4515,1.0
41,-0.733325183391571,0.75440514087677,-0.004306023940443993,1,2967,1.0
42,0.1983422338962555,0.8749526739120483,0.22081634402275085,1,30288,1.0
43,0.32308369874954224,0.924049437046051,0.17106609046459198,1,30454,1.0
44,0.4957472085952759,0.9211170673370361,0.09991855919361115,1,30662,1.0
45,0.6818771958351135,0.8622769117355347,0.022157244384288788,1,31056,1.0
