landmark_id,x_px,y_px,visible,vertex_index
0,198.84616088867188,305.191650390625,0,2476
1,202.8682861328125,310.7449035644531,0,3124
2,206.43373107910156,312.4604187011719,1,3513
3,211.60691833496094,314.3003845214844,1,3900
4,216.2499542236328,315.2623291015625,1,4158
5,222.44651794433594,315.8941345214844,0,4417
6,231.29527282714844,317.76165771484375,1,4805
7,235.99256896972656,317.0902099609375,1,5062
8,240.4873046875,317.8209533691406,1,5320
9,245.4537353515625,315.7470397949219,1,5704
10,250.7657012939453,313.6799011230469,0,6216
11,194.1040496826172,302.61810302734375,0,1955
12,199.18072509765625,298.62353515625,1,2985
13,202.26809692382812,293.3216857910156,1,3499
14,207.18582153320312,290.286376953125,0,3886
15,213.11758422851562,286.4418640136719,0,4272
16,217.43438720703125,285.71441650390625,0,4530
17,223.51351928710938,286.85791015625,0,4918
18,229.07534790039062,288.7969665527344,0,5306
19,232.6400909423828,293.12127685546875,1,5437
20,237.87005615234375,300.9476623535156,1,5568
21,243.9777069091797,305.99456787109375,1,5826
22,382.7269287109375,324.9223937988281,1,14197
23,373.9065246582031,330.5724792480469,0,13298
24,365.02679443359375,332.73468017578125,1,12784
25,357.6600036621094,333.8135986328125,1,12397
26,352.6033630371094,334.0496826171875,1,12140
27,346.8389892578125,332.9123840332031,1,11881
28,340.92718505859375,331.7064208984375,1,11623
29,333.7776184082031,330.3320617675781,1,11237
30,329.7545166015625,328.76177978515625,1,10978
31,325.8957824707031,326.6697998046875,0,10588
32,322.17242431640625,322.405029296875,1,10202
33,389.2669982910156,322.8680419921875,0,14192
34,378.9801940917969,316.9324645996094,1,13287
35,371.3397216796875,311.8028869628906,1,12770
36,364.2200927734375,308.202392578125,0,12383
37,358.6399841308594,305.70648193359375,0,12125
38,353.4845886230469,302.6749267578125,0,11737
39,348.84307861328125,302.7113037109375,0,11480
40,345.1492004394531,302.8609924316406,0,11094
41,339.9693298339844,306.84661865234375,1,10838
42,335.60833740234375,311.7109069824219,1,10710
43,329.2159118652344,318.02197265625,1,10453
44,166.42294311523438,279.8229675292969,0,28114
45,172.79034423828125,270.70013427734375,0,28536
46,185.323486328125,264.9022521972656,1,28821
47,204.09727478027344,264.15509033203125,1,29084
48,218.95428466796875,270.887939453125,1,29267
49,235.44911193847656,279.2763671875,1,29411
50,248.88169860839844,288.8028869628906,1,29550
51,172.67013549804688,277.946533203125,1,2322
52,183.8924560546875,274.24163818359375,0,3355
53,199.14923095703125,281.8946533203125,1,4259
54,219.54083251953125,287.28302001953125,1,5161
55,236.22610473632812,290.29119873046875,1,5806
56,253.1614227294922,293.3109130859375,0,6441
57,428.9316711425781,303.40460205078125,1,31796
58,418.3812561035156,295.52532958984375,1,31376
59,399.3661193847656,286.343994140625,1,31055
60,375.7243347167969,281.6512145996094,1,30787
61,351.3132019042969,286.10943603515625,1,30571
62,328.9791259765625,290.1025390625,1,30427
63,311.3030700683594,293.5893859863281,1,30288
64,411.0560607910156,304.1982421875,1,14044
65,392.87255859375,299.3345031738281,1,13013
66,369.6143493652344,302.411376953125,1,11981
67,349.6829528808594,306.1783447265625,1,11078
68,331.55169677734375,303.98382568359375,1,10432
69,311.7216491699219,305.06658935546875,1,9808
70,213.4052276611328,472.0313720703125,1,5522
71,218.1757354736328,470.5003662109375,0,5518
72,223.0290069580078,473.1085510253906,1,5514
73,227.77149963378906,472.5852355957031,1,5769
74,232.98471069335938,471.4766540527344,0,6025
75,240.48724365234375,470.87237548828125,1,6279
76,248.7484893798828,471.483642578125,1,6772
77,257.9872741699219,475.310302734375,1,7495
78,270.306396484375,481.62957763671875,1,8215
79,284.6498107910156,479.3437194824219,1,8935
80,293.25360107421875,480.63616943359375,1,9655
81,301.8981018066406,483.0123596191406,1,10141
82,309.94482421875,485.1724548339844,1,10395
83,316.22711181640625,486.5078430175781,1,10654
84,324.58428955078125,487.2978820800781,0,10915
85,333.23883056640625,485.8658142089844,0,10919
86,340.26397705078125,487.5310974121094,1,10795
87,218.7769317626953,472.5188903808594,1,5909
88,222.59986877441406,474.316162109375,1,5906
89,229.70919799804688,476.68109130859375,0,6162
90,235.94509887695312,479.738525390625,0,6415
91,242.84402465820312,481.1999206542969,0,6782
92,250.26817321777344,483.1318359375,0,7145
93,258.6309509277344,485.1285095214844,0,7505
94,267.3778076171875,487.087646484375,0,7865
95,274.94940185546875,487.6548156738281,0,8225
96,282.69873046875,489.1376647949219,0,8585
97,291.12774658203125,489.5220642089844,0,8945
98,298.4354248046875,488.9938659667969,0,9305
99,304.995849609375,489.3059997558594,0,9665
100,311.9026184082031,489.66058349609375,0,10028
101,320.1840515136719,488.94586181640625,0,10277
102,328.3091125488281,487.131103515625,1,10533
103,336.1732177734375,487.5943603515625,1,10537
104,218.1041717529297,473.78253173828125,0,6041
105,222.025634765625,474.5790100097656,0,6297
106,226.5959930419922,475.2945251464844,0,6544
107,230.94729614257812,475.72967529296875,1,6788
108,239.0814666748047,478.7489013671875,1,7149
109,248.2814483642578,482.56280517578125,1,7509
