landmark_id,x,y,z
0,-0.39984342,0.26400703,0.11508968
1,-0.37204266,0.24584204,0.14351098
2,-0.35003674,0.23709351,0.15806432
3,-0.32295126,0.23041321,0.17015353
4,-0.30249220,0.22783819,0.17609483
5,-0.28289354,0.22315851,0.18187159
6,-0.25148833,0.21899137,0.18232881
7,-0.23164746,0.22609119,0.17896476
8,-0.21472000,0.22867945,0.17663924
9,-0.18884046,0.23833871,0.16293912
10,-0.16921127,0.24649881,0.15081857
11,-0.41944546,0.27912971,0.10780916
12,-0.39426905,0.29326442,0.14486831
13,-0.37294540,0.30934668,0.17343515
14,-0.34740624,0.31929857,0.18906212
15,-0.31901118,0.33054513,0.20197392
16,-0.29816711,0.33192194,0.20477986
17,-0.26783833,0.32475868,0.20057176
18,-0.24118590,0.31994587,0.19566919
19,-0.22477260,0.30664828,0.18641175
20,-0.20415032,0.28836760,0.17548889
21,-0.18362932,0.27414846,0.16904683
22,0.42549542,0.28214258,0.10154799
23,0.39537844,0.25964436,0.13409972
24,0.36518916,0.24815531,0.15036555
25,0.33719420,0.24126185,0.16209675
26,0.31749636,0.23406869,0.17131849
27,0.29529384,0.23745653,0.17094007
28,0.27340007,0.23891172,0.17209426
29,0.24399662,0.23830621,0.17079048
30,0.22712402,0.24458198,0.16588381
31,0.20041971,0.25001174,0.15571962
32,0.18204685,0.25654992,0.14620914
33,0.43615431,0.29476413,0.11365341
34,0.40911001,0.30599612,0.14307502
35,0.38202959,0.31360590,0.16488332
36,0.35603279,0.31863749,0.17996249
37,0.33398971,0.32031563,0.18769401
38,0.30690175,0.32594791,0.19590633
39,0.28529185,0.31696337,0.19395186
40,0.26159266,0.31035689,0.18978412
41,0.23677783,0.30120537,0.18184787
42,0.21879770,0.29246518,0.17430678
43,0.19417456,0.27748671,0.16289113
44,-0.52846742,0.40205753,0.05243365
45,-0.49627373,0.46292549,0.10241875
46,-0.44717020,0.49700180,0.15107195
47,-0.38316146,0.51133484,0.20385250
48,-0.32035619,0.50415927,0.24679630
49,-0.24615493,0.47992033,0.28080037
50,-0.17517319,0.46007866,0.29423919
51,-0.48812872,0.42600939,0.12462883
52,-0.44028774,0.45818526,0.17819640
53,-0.37852639,0.45426902,0.22170290
54,-0.30384606,0.44515631,0.25185052
55,-0.23331076,0.42603678,0.26424524
56,-0.15837370,0.41141433,0.27572376
57,0.54247069,0.42709056,0.03798416
58,0.51108283,0.47795212,0.08905794
59,0.45772970,0.51846462,0.14294037
60,0.39188862,0.53510064,0.19698195
61,0.31944820,0.51401114,0.24988495
62,0.24370892,0.48350495,0.28141502
63,0.17227751,0.46403709,0.29786643
64,0.49936217,0.43718976,0.12186828
65,0.45224145,0.46749127,0.17458481
66,0.38292024,0.47015354,0.22267547
67,0.30535060,0.45056823,0.24882075
68,0.23661862,0.43451047,0.26501995
69,0.16364364,0.41558114,0.27906036
70,-0.25811607,-0.34822613,0.18854423
71,-0.24738905,-0.33456630,0.21086606
72,-0.22915633,-0.32581243,0.24353053
73,-0.19742237,-0.31725386,0.27854708
74,-0.17268419,-0.30899215,0.30155620
