landmark_id,x,y,z,visible,vertex_index,confidence
0,-1.1130064725875854,0.238794207572937,-0.9703899025917053,1,16743,1.0
1,-1.073704481124878,0.08983026444911957,-0.9824339151382446,1,16876,1.0
2,-1.0436644554138184,-0.046699415892362595,-0.9655702114105225,0,16885,0.0
3,-1.0229315757751465,-0.16934436559677124,-0.9072744250297546,1,16893,1.0
4,-0.9915410280227661,-0.28118395805358887,-0.8715878129005432,0,16652,0.0
5,-0.9758683443069458,-0.3860623836517334,-0.8158336281776428,0,16279,0.0
6,-0.9386751055717468,-0.5285324454307556,-0.7556195855140686,0,16262,0.0
7,-0.9164428114891052,-0.6745697855949402,-0.6826029419898987,0,16304,0.0
8,-0.894335925579071,-0.8076151013374329,-0.6123341917991638,0,32151,0.0
9,-0.8562895655632019,-0.9216105341911316,-0.4970846176147461,0,32511,0.0
10,-0.785620927810669,-1.0094120502471924,-0.38470983505249023,0,32829,0.0
11,-0.6836353540420532,-1.0647000074386597,-0.18276838958263397,0,33141,0.0
12,-0.5445263981819153,-1.1095398664474487,0.015077086165547371,0,33400,0.0
13,-0.41176295280456543,-1.143908143043518,0.21500711143016815,0,33586,0.0
14,-0.28850650787353516,-1.1766958236694336,0.37286677956581116,0,33704,0.0
15,-0.12709438800811768,-1.1995806694030762,0.4197677671909332,0,33794,0.0
16,-0.04119918495416641,-1.1839758157730103,0.45583394169807434,0,33838,0.0
17,0.04485668987035751,-1.1907936334609985,0.4205467700958252,0,33884,0.0
18,0.2129913568496704,-1.1518651247024536,0.4054267108440399,0,33973,0.0
19,0.34191131591796875,-1.1309202909469604,0.20922043919563293,0,34097,0.0
20,0.4893912374973297,-1.0747627019882202,0.03956252336502075,0,34290,0.0
21,0.6380679607391357,-1.028856635093689,-0.16099871695041656,0,34561,0.0
22,0.7522156238555908,-0.9726387858390808,-0.3345324993133545,0,34879,0.0
23,0.8482970595359802,-0.9057181477546692,-0.4522024989128113,0,35202,0.0
24,0.9130481481552124,-0.7896779179573059,-0.5491378903388977,0,35613,0.0
25,0.9457261562347412,-0.6601560115814209,-0.6139794588088989,0,27801,0.0
26,0.9720314145088196,-0.5156703591346741,-0.6818145513534546,0,27813,0.0
27,1.0131019353866577,-0.37071356177330017,-0.7285186052322388,0,27709,0.0
28,1.0426905155181885,-0.27415162324905396,-0.789043128490448,0,27447,0.0
29,1.081841230392456,-0.14928168058395386,-0.7877537608146667,1,27083,1.0
30,1.103640079498291,-0.033769600093364716,-0.8315963745117188,0,27075,0.0
31,1.1363525390625,0.08142171800136566,-0.8679600358009338,0,27196,0.0
32,1.1645382642745972,0.22634248435497284,-0.8500272035598755,1,27314,1.0
33,-0.8221434354782104,0.6395367383956909,-0.06709670275449753,1,28111,1.0
34,-0.6925258636474609,0.823731005191803,0.03138461336493492,1,28787,1.0
35,-0.5133985877037048,0.9088396430015564,0.1386786252260208,1,29177,1.0
36,-0.3652277886867523,0.913896381855011,0.22852034866809845,1,29382,1.0
37,-0.2545143663883209,0.8591077327728271,0.28438490629196167,1,29549,1.0
38,-0.2608545422554016,0.7828944325447083,0.271366685628891,1,29526,1.0
39,-0.382098525762558,0.7691220045089722,0.22449858486652374,1,5547,1.0
40,-0.5350583791732788,0.792923629283905,0.18338513374328613,1,4515,1.0
41,-0.7058714628219604,0.7493245005607605,0.086079441010952,1,2967,1.0
42,0.22708068788051605,0.8608266115188599,0.313476026058197,1,30288,1.0
43,0.35403910279273987,0.9054388403892517,0.2730486989021301,1,30454,1.0
44,0.5187240839004517,0.8982618451118469,0.2025294452905655,1,30662,1.0
45,0.7042999267578125,0.8266463875770569,0.127335786819458,1,31056,1.0
46,0.8412076234817505,0.6451541185379028,0.036787405610084534,0,31716,0.0
47,0.6867135167121887,0.7425382733345032,0.17899402976036072,1,13141,1.0
48,0.5071987509727478,0.7660465836524963,0.25200021266937256,1,11593,1.0
49,0.3758894205093384,0.7689738869667053,0.2686160206794739,1,30488,1.0
50,0.24827131628990173,0.7960521578788757,0.3101561367511749,1,30318,1.0
51,-0.0031519620679318905,0.46442949771881104,0.39119774103164673,1,8161,1.0
52,-0.016892949119210243,0.34224358201026917,0.5474351048469543,1,8174,1.0
53,-0.035677146166563034,0.19385720789432526,0.7261348962783813,1,8185,1.0
54,-0.040050774812698364,0.10046365112066269,0.8338530659675598,1,8190,1.0
55,-0.08640138059854507,0.3858352601528168,0.31438830494880676,1,7082,1.0
56,-0.1897602677345276,0.10078875720500946,0.5595188736915588,0,6743,0.0
57,-0.24188950657844543,-0.03659215569496155,0.44467419385910034,0,5485,0.0
58,-0.17815616726875305,-0.14519654214382172,0.5793105363845825,1,6637,1.0
59,-0.06487226486206055,-0.11953052133321762,0.6594177484512329,1,7842,1.0
60,-0.014220845885574818,-0.1625540405511856,0.662126362323761,1,8204,1.0
61,0.023234937340021133,-0.12809212505817413,0.6585885882377625,1,8562,1.0
62,0.14403416216373444,-0.1602569967508316,0.5699250102043152,1,9762,1.0
63,0.2112005352973938,-0.05593074858188629,0.4525306522846222,1,10886,1.0
64,0.1338312327861786,0.08560574054718018,0.5615704655647278,0,9626,0.0
65,0.08108624070882797,0.3836944103240967,0.32207047939300537,0,9242,0.0
66,-0.5841325521469116,0.4197549819946289,0.08438941836357117,1,2215,1.0
67,-0.4802614152431488,0.4765686094760895,0.15868672728538513,1,3888,1.0
68,-0.4021328389644623,0.5041069984436035,0.18112590909004211,1,4661,1.0
