landmark_id,x_px,y_px,visible,vertex_index
0,277.41748046875,375.8024597167969,1,2476
1,287.1064147949219,382.8287048339844,0,3124
2,294.20928955078125,384.8407897949219,0,3513
3,303.0403137207031,386.7610168457031,1,3900
4,310.05975341796875,387.3551025390625,1,4158
5,317.80340576171875,387.2588806152344,0,4417
6,329.3751220703125,387.584228515625,1,4805
7,335.81451416015625,385.6824035644531,1,5062
8,341.6947326660156,385.2427062988281,1,5320
9,347.1257629394531,381.6379699707031,0,5704
10,353.73590087890625,378.0387878417969,0,6216
11,268.3455810546875,373.62969970703125,1,1955
12,279.6338806152344,367.7311706542969,1,2985
13,286.9316711425781,360.16571044921875,0,3499
14,296.16473388671875,355.2157287597656,1,3886
15,306.1999206542969,349.2386779785156,1,4272
16,313.0316162109375,347.7635498046875,1,4530
17,321.8450012207031,349.1666259765625,1,4918
18,328.8226013183594,350.7964782714844,1,5306
19,332.5169372558594,356.02862548828125,1,5437
20,338.4221496582031,365.1084899902344,1,5568
21,345.7041931152344,370.04388427734375,1,5826
22,526.612060546875,372.7031555175781,0,14197
23,519.4413452148438,380.7049255371094,1,13298
24,509.06195068359375,385.0450744628906,1,12784
25,500.5282287597656,387.74517822265625,1,12397
26,493.97735595703125,389.021240234375,1,12140
27,487.02386474609375,388.4107971191406,1,11881
28,479.2503967285156,387.7178955078125,1,11623
29,468.9888610839844,386.7151184082031,1,11237
30,463.88262939453125,384.58642578125,0,10978
31,457.5456237792969,381.1700439453125,0,10588
32,450.83685302734375,375.63873291015625,1,10202
33,535.31005859375,368.7509460449219,0,14192
34,524.0126342773438,363.8056335449219,1,13287
35,515.3685302734375,358.8969421386719,1,12770
36,506.92462158203125,355.2506103515625,1,12383
37,499.69268798828125,352.9413146972656,1,12125
38,492.3099060058594,349.5357666015625,1,11737
39,485.9377746582031,351.02850341796875,1,11480
40,480.1017150878906,352.1439514160156,1,11094
41,473.1307067871094,357.4023132324219,1,10838
42,467.4324035644531,363.3891906738281,1,10710
43,459.0474548339844,371.0249938964844,1,10453
44,224.89627075195312,345.6142883300781,1,28114
45,238.16265869140625,328.97991943359375,1,28536
46,259.51129150390625,316.9192199707031,1,28821
47,290.3553466796875,306.8951721191406,1,29084
48,314.73394775390625,310.1707763671875,1,29267
49,340.12139892578125,316.8594055175781,1,29411
50,359.9991760253906,327.6827697753906,1,29550
51,241.21229553222656,339.1629333496094,1,2322
52,262.7343444824219,329.4779052734375,1,3355
53,287.8797607421875,333.54486083984375,1,4259
54,316.80535888671875,334.3387145996094,1,5161
55,338.32281494140625,336.0364074707031,1,5806
56,363.2281799316406,337.3359069824219,1,6441
57,580.01171875,339.8086242675781,0,31796
58,570.6924438476562,328.45562744140625,1,31376
59,548.6588745117188,316.106689453125,1,31055
60,520.9745483398438,308.454833984375,1,30787
61,493.8204345703125,314.20782470703125,1,30571
62,467.53106689453125,320.9568176269531,1,30427
63,444.9596862792969,326.68292236328125,1,30288
64,564.2933349609375,339.76251220703125,1,14044
65,543.8491821289062,333.7201232910156,1,13013
66,517.2088623046875,336.7056884765625,1,11981
67,491.2964782714844,341.78192138671875,1,11078
68,467.4666748046875,340.59185791015625,1,10432
69,443.368896484375,344.2427978515625,1,9808
70,316.4222106933594,596.7227172851562,1,5522
71,324.05694580078125,592.4903564453125,1,5518
72,332.1343994140625,592.5616455078125,0,5514
73,340.33673095703125,587.377197265625,1,5769
74,349.1908874511719,582.9190063476562,1,6025
75,360.5979309082031,578.9014282226562,1,6279
76,373.7702331542969,576.5726318359375,1,6772
77,389.2524108886719,578.7315673828125,1,7495
78,408.6596374511719,585.9186401367188,1,8215
79,428.7121887207031,579.6932983398438,1,8935
80,440.46429443359375,581.2398681640625,1,9655
81,451.0423278808594,584.8992309570312,1,10141
82,459.2509765625,588.6979370117188,0,10395
83,465.3681335449219,591.3986206054688,0,10654
84,473.3120422363281,593.7869262695312,1,10915
85,482.0433654785156,592.2064208984375,1,10919
86,489.6476135253906,596.5543212890625,1,10795
87,324.81219482421875,597.1375122070312,0,5909
88,331.0643310546875,597.9456176757812,1,5906
89,342.51568603515625,597.7366333007812,1,6162
